Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,1,2,33.3%,2-4,33.3%,23-28,45.1%,0-0,-,3,48.0%,42.3%,0.6%,6.5%,64.3%,50.9%,40.0%,47.0%,46.4%,46.7%,0.88,R16 (W15 Monastir)
2025,53,29,24,54.7%,64-58,52.5%,566-560,50.3%,9-4,69.2%,52,60.9%,38.0%,1.2%,5.8%,60.8%,61.9%,43.7%,54.8%,45.3%,49.9%,1.00,SF (3x)
2024,55,28,27,50.9%,64-59,52.0%,586-551,51.5%,4-6,40.0%,0,,,,,,,,,,,,F (2x)
2023,48,24,24,50.0%,56-57,49.6%,521-525,49.8%,7-5,58.3%,0,,,,,,,,,,,,W (W15 Monastir)
2022,44,22,22,50.0%,53-52,50.5%,469-485,49.2%,5-5,50.0%,0,,,,,,,,,,,,F (W15 Nules)
2021,24,12,12,50.0%,28-25,52.8%,239-234,50.5%,2-1,66.7%,0,,,,,,,,,,,,F (W15 Melilla)
2020,9,4,5,44.4%,9-12,42.9%,90-102,46.9%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Heraklion)
2019,33,15,18,45.5%,31-38,44.9%,265-320,45.3%,4-1,80.0%,0,,,,,,,,,,,,SF (W15 Heraklion)
2018,25,11,14,44.0%,24-33,42.1%,226-285,44.2%,3-4,42.9%,0,,,,,,,,,,,,QF (3x)
2017,19,7,12,36.8%,16-25,39.0%,182-207,46.8%,1-4,20.0%,0,,,,,,,,,,,,QF (Manacor Mallorca $15K)
2016,11,4,7,36.4%,11-16,40.7%,108-129,45.6%,0-1,0.0%,0,,,,,,,,,,,,QF (Las Palmas de Gran Canaria $10K)
2015,17,10,7,58.8%,25-18,58.1%,204-180,53.1%,1-0,100.0%,0,,,,,,,,,,,,F (Vinaroz $10K)
2014,8,2,6,25.0%,4-12,25.0%,63-84,42.9%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2013,3,1,2,33.3%,3-4,42.9%,30-36,45.5%,0-0,-,0,,,,,,,,,,,,R16 (Borriol 10K)
Career,352,170,182,48.3%,390-413,48.6%,3572-3726,48.9%,37-32,53.6%,55,60.3%,38.2%,1.2%,5.8%,60.9%,61.4%,43.6%,54.4%,45.3%,49.8%,1.00,
