Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,6,1,5,16.7%,3-9,25.0%,50-66,43.1%,0-0,-,0,,,,,,,,,,,,R16 (Quanzhou $50K)
2014,23,16,7,69.6%,35-16,68.6%,251-191,56.8%,2-0,100.0%,2,-,-,0.8%,1.6%,81.0%,61.8%,62.5%,61.9%,48.1%,54.2%,1.26,W (Noto 25K)
2013,3,0,3,0.0%,0-6,0.0%,20-38,34.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
2012,17,11,6,64.7%,25-19,56.8%,225-188,54.5%,1-1,50.0%,0,,,,,,,,,,,,SF (3x)
2011,29,21,8,72.4%,43-21,67.2%,335-255,56.8%,5-0,100.0%,0,,,,,,,,,,,,W (2x)
2010,19,14,5,73.7%,27-12,69.2%,220-145,60.3%,1-4,20.0%,0,,,,,,,,,,,,W (Noto 25K)
2009,10,6,4,60.0%,14-8,63.6%,107-83,56.3%,0-1,0.0%,0,,,,,,,,,,,,QF (3x)
2008,15,12,3,80.0%,25-5,83.3%,170-95,64.2%,2-1,66.7%,0,,,,,,,,,,,,W (Gifu 50K)
2007,8,5,3,62.5%,11-5,68.8%,81-56,59.1%,0-0,-,0,,,,,,,,,,,,F (Xiamen 75K)
2006,34,19,15,55.9%,39-32,54.9%,320-294,52.1%,2-1,66.7%,0,,,,,,,,,,,,W (Shanghai 50K)
2005,18,13,5,72.2%,26-12,68.4%,191-127,60.1%,1-1,50.0%,0,,,,,,,,,,,,W (Shenzhen 50K)
2000,13,11,2,84.6%,23-6,79.3%,161-96,62.6%,0-0,-,0,,,,,,,,,,,,W (Gifu 50K)
1999,17,14,3,82.4%,28-9,75.7%,197-116,62.9%,1-0,100.0%,0,,,,,,,,,,,,W (2x)
1997,5,5,0,100.0%,8-1,88.9%,53-29,64.6%,1-0,100.0%,0,,,,,,,,,,,,W (Surbiton 25K)
1996,10,9,1,90.0%,17-3,85.0%,113-53,68.1%,1-1,50.0%,0,,,,,,,,,,,,W (Saga 25K)
1994,10,1,9,10.0%,3-18,14.3%,69-118,36.9%,1-1,50.0%,0,,,,,,,,,,,,QF (ITF Port Pirie)
1993,11,0,11,0.0%,1-20,4.8%,58-123,32.0%,0-1,0.0%,0,,,,,,,,,,,,SF (ITF Bangkok 3)
1992,7,0,7,0.0%,3-14,17.6%,65-101,39.2%,0-1,0.0%,0,,,,,,,,,,,,F (ITF Taipei 1)
1991,2,0,2,0.0%,0-4,0.0%,8-25,24.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (ITF Bangkok 1)
Career,257,158,99,61.5%,331-220,60.1%,2694-2199,55.1%,18-15,54.5%,2,-,-,0.8%,1.6%,81.0%,61.8%,62.5%,61.9%,48.1%,54.2%,1.26,
