Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2021-03-22),,,,,,,,,,,419,177,,
2020,,,,,,,,,,,402,177,,
2019,,,,,,,,,,,431,145,,
2015,855,15,,,,,,,,,295,198,,
2014,253,178,,,,,,,,,279,185,,
2013,433,91,,,,,,,,,81,1085,,
2012,152,453,113,1679,109,1625,150,1491,52,1644,66,1332,,
2011,94,692,80,1745,92,1665,,,30,1714,68,1228,,
2010,62,996,64,1783,67,1719,135,1545,30,1739,78,995,,
2009,101,633,81,1736,101,1637,149,1523,30,1750,,,,
2008,37,763,58,1789,74,1686,135,1540,17,1779,,,,
2007,117,305,117,1637,101,1604,169,1469,64,1616,,,,
2006,72,364,112,1664,109,1611,161,1479,47,1654,,,,
2005,122,286,97,1685,97,1624,150,1516,52,1662,,,,
2004,66,515,65,1771,65,1707,122,1578,32,1708,,,,
2003,34,957,39,1860,34,1803,90,1639,26,1759,,,,
2002,28,1056,55,1826,44,1770,89,1636,21,1740,,,,
2001,29,916,43,1831,38,1770,104,1605,15,1780,,,,
2000,28,937,27,1934,28,1848,62,1696,14,1830,,,,
1999,71,439,66,1773,64,1704,127,1555,34,1720,,,,
1998,37,692,53,1809,49,1747,101,1595,23,1749,,,,
1997,47,554,74,1732,79,1647,119,1551,33,1704,,,,
1996,75,299,72,1745,75,1654,,,26,1748,,,,
1995,213,6,155,1406,154,1387,149,1347,134,1348,,,,
1994,227,4,,,,,,,,,,,,
1993,407,1,,,,,,,,,,,,
