Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,19,Hard,41,22,19,53.7%,7,4,3,57.1%,1995,2013,R16,12,0.83,1.3%,3.7%,64.0%,52.9%,44.7%,49.9%,41.6%,47.0%,39.6%
Roland Garros,15,Clay,21,6,15,28.6%,4,3,1,75.0%,1995,2012,R32,10,0.75,1.3%,6.1%,57.9%,46.3%,36.2%,42.1%,43.4%,50.0%,43.1%
Wimbledon,18,Grass,53,35,18,66.0%,6,3,3,50.0%,1995,2013,QF,16,0.93,1.2%,4.2%,64.4%,62.9%,47.4%,57.4%,39.5%,59.2%,49.5%
US Open,16,Hard,26,10,16,38.5%,6,2,4,33.3%,1995,2012,R16,12,0.94,1.8%,5.9%,61.4%,58.2%,48.0%,54.2%,43.0%,52.7%,44.6%
Olympics,3,,4,1,3,25.0%,0,0,0,-,2000,2008,R32,0,,,,,,,,,,
Fed Cup,14,,52,37,15,71.2%,9,5,4,55.6%,1993,2015,,0,,,,,,,,,,
Pattaya,20,Hard,46,26,20,56.5%,11,3,8,27.3%,1993,2015,F,15,1.07,1.3%,4.9%,65.3%,62.1%,45.0%,56.1%,47.0%,56.2%,55.0%
Tokyo,14,Hard,37,17,20,45.9%,11,6,5,54.5%,1995,2011,SF,2,0.99,3.1%,8.7%,60.6%,66.2%,48.0%,59.1%,40.5%,14.3%,55.6%
Birmingham,16,Grass,43,27,16,62.8%,11,6,5,54.5%,1996,2013,F,14,1.13,2.8%,5.1%,65.5%,64.8%,50.6%,59.9%,45.5%,54.4%,45.0%
Indian Wells,13,Hard,21,7,14,33.3%,2,1,1,50.0%,1997,2010,R32,7,0.98,1.8%,6.4%,61.9%,65.1%,37.0%,54.4%,44.7%,60.7%,58.5%
Miami,10,Hard,22,10,12,45.5%,3,1,2,33.3%,2000,2010,R16,6,0.86,1.0%,5.0%,60.4%,57.3%,42.4%,51.4%,42.0%,49.1%,40.4%
Strasbourg,10,Clay,13,3,10,23.1%,3,2,1,66.7%,1995,2009,R16,3,0.81,4.3%,8.0%,55.9%,62.9%,38.6%,52.1%,38.6%,55.6%,50.0%
