Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 Olympics R64,L vs Vondrousova,20.8%,32.5%,57.4%,26.1%,45.7%,58.8%,19.0%,44.0%,50.0%,23.5%,23.5%,53.8%,42.9%,0.0%,-,100
2021 Wimbledon R128,L vs Kostyuk,24.0%,36.0%,49.0%,25.5%,39.2%,44.7%,70.8%,44.4%,50.0%,27.8%,38.9%,61.5%,20.0%,15.4%,0.0%,121
2021 Eastbourne R32,L vs Rogers,27.3%,32.7%,31.4%,35.5%,41.9%,25.0%,38.5%,38.9%,33.3%,21.1%,26.3%,40.0%,11.1%,40.0%,0.0%,73
2021 Roland Garros R128,L vs Hercog,16.7%,25.0%,39.1%,16.1%,25.0%,36.2%,35.7%,42.9%,44.4%,22.7%,31.8%,47.1%,10.0%,0.0%,0.0%,87
2021 Madrid R32,L vs Kudermetova,32.7%,44.9%,41.4%,43.3%,60.0%,47.1%,30.0%,50.0%,66.7%,20.0%,26.7%,33.3%,0.0%,66.7%,100.0%,63
2021 Madrid R64,W vs Jimenez Kasintseva,40.0%,46.0%,45.8%,54.5%,63.6%,40.0%,46.7%,72.2%,66.7%,18.2%,18.2%,55.6%,14.3%,50.0%,0.0%,17
2021 BJK Cup RR,W vs Wang,35.9%,48.7%,61.9%,59.1%,81.8%,77.8%,50.0%,58.3%,100.0%,7.7%,7.7%,50.0%,14.3%,0.0%,-,-51
2021 Miami R64,L vs Samsonova,33.3%,35.9%,30.4%,47.8%,47.8%,33.3%,33.3%,27.3%,0.0%,15.4%,23.1%,27.3%,0.0%,33.3%,0.0%,25
2021 Dubai R32,L vs Martincova,19.1%,25.0%,51.0%,27.9%,37.2%,58.1%,27.3%,42.9%,83.3%,5.3%,5.3%,38.9%,14.3%,33.3%,50.0%,-73
2021 Doha R32,L vs Ostapenko,18.4%,18.4%,24.3%,18.9%,18.9%,23.3%,20.0%,40.9%,83.3%,22.2%,22.2%,28.6%,0.0%,66.7%,-,73
2020 Roland Garros R16,L vs Trevisan,17.9%,20.9%,36.0%,23.8%,26.2%,31.3%,71.4%,33.3%,22.2%,10.0%,15.0%,44.4%,25.0%,8.3%,0.0%,-27
2020 Roland Garros R32,W vs Siniakova,22.9%,33.3%,58.8%,29.4%,44.1%,62.5%,43.8%,44.4%,66.7%,9.1%,9.1%,50.0%,0.0%,62.5%,-,-30
2020 Roland Garros R64,W vs Errani,9.2%,16.2%,42.0%,8.9%,17.8%,40.2%,35.0%,62.0%,76.9%,11.8%,14.7%,46.7%,10.5%,26.7%,50.0%,-4
2020 Roland Garros R128,W vs Zavatska,12.8%,21.8%,46.2%,7.5%,20.8%,46.9%,33.3%,53.8%,25.0%,27.3%,27.3%,43.8%,33.3%,38.5%,33.3%,41
2020 Rome R32,L vs Hercog,11.3%,17.7%,44.2%,8.8%,14.7%,41.9%,17.6%,76.5%,83.3%,16.0%,24.0%,47.6%,0.0%,84.6%,100.0%,25
2020 Doha R16,L vs Zheng,13.0%,21.0%,43.9%,14.5%,26.1%,42.4%,62.9%,44.1%,28.6%,11.5%,11.5%,47.8%,23.1%,30.8%,0.0%,-7
2020 Doha R32,W vs Muchova,21.4%,30.0%,58.8%,28.3%,39.1%,60.6%,62.5%,77.3%,60.0%,10.0%,15.0%,55.6%,10.0%,30.0%,0.0%,-23
2020 St Petersburg F,W vs Rybakina,30.2%,39.6%,62.5%,38.2%,52.9%,66.7%,50.0%,70.0%,100.0%,21.4%,21.4%,54.5%,20.0%,25.0%,-,63
2020 St Petersburg SF,W vs Alexandrova,38.9%,50.0%,51.3%,43.8%,60.4%,59.3%,71.4%,48.1%,75.0%,36.8%,36.8%,33.3%,9.1%,12.5%,100.0%,147
2020 St Petersburg QF,W vs Potapova,23.1%,31.7%,50.0%,33.3%,45.5%,56.8%,67.7%,40.0%,41.7%,6.7%,10.0%,39.3%,28.6%,12.5%,0.0%,-58
Career (154 matches),,26.5%,35.6%,49.2%,34.4%,47.6%,53.0%,47.2%,52.6%,57.1%,17.6%,21.2%,44.1%,28.0%,32.7%,29.7%,55
