Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,10,2,8,20.0%,6-16,27.3%,79-109,42.0%,0-0,-,9,54.5%,28.0%,2.8%,8.3%,64.2%,59.9%,41.4%,53.3%,40.8%,46.9%,0.87,
2020,21,15,6,71.4%,33-17,66.0%,263-202,56.6%,3-1,75.0%,21,69.7%,43.3%,6.2%,5.4%,63.2%,67.4%,44.2%,58.9%,46.9%,52.9%,1.14,W (St. Petersburg)
2019,81,55,26,67.9%,123-67,64.7%,991-813,54.9%,12-12,50.0%,81,75.3%,34.7%,8.1%,6.1%,57.3%,72.0%,47.1%,61.4%,43.1%,52.0%,1.12,W (2x)
2018,69,46,23,66.7%,102-59,63.4%,854-671,56.0%,10-15,40.0%,69,70.7%,42.1%,6.7%,5.9%,58.4%,67.8%,46.5%,58.9%,46.0%,52.3%,1.12,W (3x)
2017,59,32,27,54.2%,70-55,56.0%,627-538,53.8%,4-8,33.3%,58,69.4%,39.7%,6.8%,6.5%,56.1%,70.7%,42.7%,58.4%,45.2%,51.8%,1.09,W (2x)
2016,52,31,21,59.6%,66-47,58.4%,586-491,54.4%,6-6,50.0%,52,71.0%,37.7%,6.3%,5.2%,59.2%,67.9%,46.1%,59.0%,45.2%,52.0%,1.10,W (Nurnberg)
2015,28,10,18,35.7%,25-39,39.1%,267-311,46.2%,3-2,60.0%,19,56.8%,33.5%,3.1%,8.1%,65.2%,59.4%,50.1%,56.2%,39.2%,47.6%,0.90,SF ('s Hertogenbosch)
2014,31,17,14,54.8%,39-31,55.7%,351-319,52.4%,7-3,70.0%,22,-,-,3.7%,5.7%,57.9%,59.9%,44.3%,53.4%,45.8%,49.5%,0.98,QF (Luxembourg)
2013,33,14,19,42.4%,34-41,45.3%,339-362,48.4%,3-3,50.0%,30,-,-,3.2%,7.9%,58.8%,62.9%,42.5%,54.5%,44.0%,49.1%,0.97,SF (Paris)
2012,24,12,12,50.0%,26-28,48.1%,247-255,49.2%,3-1,75.0%,23,-,-,4.2%,6.0%,60.2%,64.7%,41.7%,55.6%,43.3%,49.4%,0.97,W (Fes)
2011,2,1,1,50.0%,2-2,50.0%,19-16,54.3%,0-1,0.0%,1,-,-,4.5%,7.5%,53.7%,61.1%,32.3%,47.8%,40.9%,44.4%,0.78,
Career,410,235,175,57.3%,526-402,56.7%,4623-4087,53.1%,51-52,49.5%,385,70.6%,38.2%,6.1%,6.2%,58.7%,67.4%,45.2%,58.2%,44.5%,51.2%,1.06,
