Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Palermo F,L vs Teichmann,45% (5/11),50% (4/8),0/0,0/0,44% (4/9),0/3,0/1,40% (2/5),20% (1/5)
2019 Palermo R32,W vs Gorgodze,45% (5/11),39% (7/18),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,W vs Minella,67% (8/12),44% (4/9),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Eastbourne QF,W vs Sabalenka,58% (11/19),80% (4/5),2/2,1/1,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2019 S-Hertogenbosch F,L vs Riske Amritraj,75% (12/16),42% (5/12),1/6,0/5,50% (3/6),0/2,0/1,60% (3/5),0% (0/5)
2019 S-Hertogenbosch R32,W vs Larsson,86% (6/7),100% (6/6),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R128,W vs Parmentier,71% (10/14),29% (2/7),2/5,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Rome R32,W vs Anisimova,60% (9/15),100% (9/9),2/3,1/1,54% (7/13),1/2,0/0,- (0/0),- (0/0)
2019 Madrid F,W vs Halep,50% (6/12),67% (6/9),2/4,1/2,44% (4/9),0/0,0/0,- (0/0),- (0/0)
2019 Madrid SF,W vs Stephens,67% (10/15),50% (4/8),2/3,1/1,86% (6/7),3/3,0/0,- (0/0),- (0/0)
2019 Madrid QF,W vs Kvitova,78% (7/9),56% (5/9),2/3,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 Madrid R16,W vs Sevastova,88% (7/8),38% (5/13),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Madrid R32,W vs Ostapenko,57% (8/14),57% (4/7),2/3,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 Madrid R64,W vs Siniakova,78% (7/9),56% (5/9),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Stuttgart SF,L vs Kvitova,77% (10/13),38% (3/8),1/1,0/0,33% (2/6),1/3,0/1,40% (2/5),20% (1/5)
2019 Stuttgart QF,W vs Kerber,71% (10/14),50% (2/4),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Stuttgart R16,W vs Bencic,81% (13/16),23% (3/13),2/2,1/1,33% (1/3),1/2,0/0,- (0/0),- (0/0)
2019 Stuttgart R32,W vs Friedsam,71% (10/14),30% (3/10),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Charleston R16,L vs Sakkari,83% (5/6),36% (4/11),0/4,0/0,14% (1/7),0/2,0/1,44% (4/9),44% (4/9)
2019 Charleston R32,W vs Trevisan,67% (6/9),86% (6/7),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 (40 matches),,67.3%,46.5%,53.7%,50.0%,53.5%,41.2%,21.4%,58.9%,38.0%
2018 (65 matches),,60.7%,50.5%,54.9%,51.2%,55.3%,50.0%,43.2%,52.4%,40.8%
2017 (53 matches),,56.4%,48.4%,54.1%,61.7%,54.6%,48.0%,51.0%,62.3%,31.8%
2016 (64 matches),,61.4%,48.0%,60.3%,53.7%,58.9%,42.9%,45.9%,60.9%,44.9%
2015 (40 matches),,61.3%,46.8%,59.4%,61.0%,56.6%,37.3%,11.8%,57.1%,58.1%
Career (339 matches),,61.5%,48.0%,56.6%,55.2%,55.7%,45.8%,42.3%,59.3%,42.6%
