Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,216,107,109,49.5%,248-250,49.8%,2359-2305,50.6%,30-29,50.8%,204,68.6%,34.9%,6.6%,6.5%,57.3%,67.7%,43.8%,57.5%,43.4%,50.3%,1.02
Clay,151,105,46,69.5%,226-111,67.1%,1805-1358,57.1%,16-17,48.5%,138,72.9%,44.0%,5.2%,5.5%,61.1%,66.9%,47.4%,59.3%,46.9%,53.0%,1.15
Grass,39,20,19,51.3%,46-41,52.9%,420-400,51.2%,5-6,45.5%,39,73.2%,35.3%,6.1%,6.8%,58.1%,67.9%,45.2%,58.4%,41.3%,50.0%,0.99
Carpet,4,3,1,75.0%,6-0,100.0%,39-24,61.9%,0-0,-,4,-,-,6.8%,8.7%,57.5%,71.4%,48.9%,61.8%,45.4%,53.6%,1.19
Grand Slams,71,37,34,52.1%,84-76,52.5%,806-739,52.2%,9-12,42.9%,69,72.3%,37.1%,5.2%,5.5%,60.4%,66.2%,44.5%,57.6%,44.2%,50.9%,1.04
Premiers,106,55,51,51.9%,129-116,52.7%,1170-1112,51.3%,11-14,44.0%,106,69.9%,34.1%,6.8%,6.4%,57.8%,68.3%,44.0%,58.0%,43.5%,50.6%,1.04
Internationals,143,81,62,56.6%,179-139,56.3%,1575-1392,53.1%,16-18,47.1%,133,69.7%,42.1%,5.4%,6.5%,58.6%,66.5%,45.8%,57.9%,45.2%,51.4%,1.07
Finals,15,10,5,66.7%,23-13,63.9%,192-148,56.5%,3-3,50.0%,15,74.2%,36.9%,7.1%,5.3%,60.7%,69.7%,46.1%,60.4%,44.7%,52.7%,1.13
Semi-finals,27,15,12,55.6%,34-27,55.7%,315-292,51.9%,6-5,54.5%,27,70.2%,32.5%,5.6%,5.3%,59.9%,66.6%,47.2%,58.8%,42.4%,50.6%,1.03
Quarter-finals,41,24,17,58.5%,53-40,57.0%,450-405,52.6%,3-3,50.0%,40,74.0%,35.0%,5.5%,5.8%,59.0%,68.2%,46.7%,59.3%,43.4%,51.1%,1.07
vs Righties,364,202,162,55.5%,455-371,55.1%,4063-3697,52.4%,45-42,51.7%,342,70.0%,37.6%,6.1%,6.2%,58.8%,67.1%,44.9%,57.9%,44.3%,51.0%,1.05
vs Lefties,44,31,13,70.5%,67-31,68.4%,535-383,58.3%,6-10,37.5%,41,75.3%,41.2%,6.4%,6.4%,58.7%,70.7%,46.8%,60.8%,45.7%,53.0%,1.17
vs Top 10,48,23,25,47.9%,53-53,50.0%,504-512,49.6%,6-8,42.9%,47,70.0%,33.0%,5.8%,5.9%,58.1%,67.7%,44.3%,57.9%,41.8%,49.7%,0.99
