Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Olympics R64,L vs Vondrousova,72.5%,47.3%,1.0%,0/1,2.22,47.7%,76.4%,45.2%,0.0%,2.18,67.7%,84.2%,50.0%,2.6%,2.29,0.0%
2021 Wimbledon R128,L vs Kostyuk,62.9%,40.9%,4.3%,1/2,2.35,22.0%,61.0%,32.0%,4.9%,2.49,29.7%,76.0%,52.6%,4.0%,1.95,0.0%
2021 Eastbourne R32,L vs Rogers,67.2%,55.6%,10.4%,5/2,2.42,17.1%,71.7%,51.5%,6.5%,2.43,25.0%,63.2%,66.7%,21.1%,2.41,6.7%
2021 Roland Garros R128,L vs Hercog,77.1%,53.1%,9.6%,7/0,2.40,14.5%,73.5%,52.0%,11.8%,2.48,21.1%,90.7%,53.8%,9.3%,2.16,0.0%
2021 Madrid R32,L vs Kudermetova,75.8%,42.6%,3.2%,0/2,2.34,6.9%,72.7%,41.7%,3.0%,2.31,11.8%,92.0%,43.5%,4.0%,2.40,0.0%
2021 Madrid R64,W vs Jimenez Kasintseva,80.5%,75.8%,4.9%,0/2,2.57,0.0%,71.4%,86.7%,0.0%,2.48,0.0%,94.7%,66.7%,10.5%,2.72,0.0%
2021 BJK Cup RR,W vs Wang,79.7%,62.7%,4.7%,1/2,2.33,10.0%,88.6%,64.5%,2.9%,1.81,25.0%,83.3%,60.0%,8.3%,2.63,0.0%
2021 Miami R64,L vs Samsonova,52.6%,25.0%,7.9%,2/1,2.34,0.0%,52.0%,15.4%,8.0%,2.32,0.0%,63.6%,42.9%,9.1%,2.37,0.0%
2021 Dubai R32,L vs Martincova,77.8%,33.3%,3.7%,1/1,2.40,8.3%,79.4%,33.3%,5.9%,2.26,13.3%,78.9%,33.3%,0.0%,2.64,0.0%
2021 Doha R32,L vs Ostapenko,70.5%,45.2%,13.6%,1/5,2.34,8.1%,76.0%,47.4%,16.0%,2.34,10.0%,70.6%,41.7%,11.8%,2.34,0.0%
2020 Roland Garros R16,L vs Trevisan,84.8%,50.0%,4.5%,2/1,2.34,2.0%,82.6%,55.3%,4.3%,2.25,3.2%,100.0%,38.9%,5.6%,2.49,0.0%
2020 Roland Garros R32,W vs Siniakova,78.4%,62.1%,0.0%,0/0,2.29,17.6%,90.5%,63.2%,0.0%,2.09,25.0%,83.3%,60.0%,0.0%,2.75,0.0%
2020 Roland Garros R64,W vs Errani,81.8%,53.6%,4.4%,2/4,2.42,8.9%,92.3%,50.0%,2.9%,2.53,12.2%,88.9%,75.0%,16.7%,2.12,0.0%
2020 Roland Garros R128,W vs Zavatska,87.7%,62.5%,4.1%,2/1,2.10,12.3%,92.9%,64.1%,4.8%,1.98,16.3%,86.2%,60.0%,3.4%,2.47,0.0%
2020 Rome R32,L vs Hercog,80.0%,39.6%,5.0%,2/1,2.36,11.8%,80.0%,35.7%,5.7%,2.33,20.0%,95.2%,45.0%,4.8%,2.41,0.0%
2020 Doha R16,L vs Zheng,75.3%,55.7%,1.2%,1/0,2.35,28.7%,74.2%,50.0%,0.0%,2.42,36.8%,100.0%,73.3%,6.7%,2.18,8.7%
2020 Doha R32,W vs Muchova,71.2%,56.8%,3.8%,2/0,2.40,28.6%,66.7%,45.5%,3.0%,2.29,45.2%,78.9%,73.3%,5.3%,2.59,0.0%
2020 St Petersburg F,W vs Rybakina,78.2%,55.8%,0.0%,0/0,2.50,22.6%,75.8%,56.0%,0.0%,2.44,35.0%,94.7%,55.6%,0.0%,2.62,0.0%
2020 St Petersburg SF,W vs Alexandrova,70.1%,55.7%,1.1%,1/0,2.49,10.3%,64.7%,51.5%,0.0%,2.31,14.8%,100.0%,60.7%,3.6%,2.91,0.0%
2020 St Petersburg QF,W vs Potapova,82.3%,51.0%,1.6%,1/0,2.38,9.9%,92.3%,50.0%,2.6%,2.33,16.3%,71.4%,53.3%,0.0%,2.46,0.0%
Career (154 matches),,76.1%,51.2%,3.8%,54.5%,2.36,13.8%,77.3%,48.7%,2.3%,2.33,22.5%,85.2%,55.6%,7.2%,2.40,2.4%
