Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,2,1,1,50.0%,2-3,40.0%,28-26,51.9%,0-2,0.0%,2,88.9%,16.0%,4.7%,1.8%,62.0%,71.7%,64.6%,69.0%,34.1%,51.6%,1.10,R16 (Halle)
2019,4,1,3,25.0%,2-6,25.0%,31-44,41.3%,0-0,-,4,76.3%,5.4%,8.8%,3.8%,60.8%,71.2%,50.0%,62.9%,29.8%,46.8%,0.80,R16 (Delray Beach)
2018,27,11,16,40.7%,30-39,43.5%,338-359,48.5%,4-6,40.0%,27,77.9%,18.0%,9.9%,3.8%,57.3%,73.6%,49.4%,63.3%,34.6%,49.0%,0.94,F (Eastbourne)
2017,17,7,10,41.2%,17-25,40.5%,199-214,48.2%,2-4,33.3%,17,81.0%,14.9%,9.5%,2.9%,57.8%,72.6%,53.8%,64.7%,33.5%,49.3%,0.95,QF (Atlanta)
2016,11,4,7,36.4%,12-18,40.0%,143-162,46.9%,2-3,40.0%,11,76.5%,18.5%,6.6%,3.8%,58.2%,70.5%,50.4%,62.1%,32.8%,48.0%,0.87,R16 (Houston)
2015,15,3,12,20.0%,13-31,29.5%,176-237,42.6%,3-4,42.9%,14,73.7%,10.6%,8.8%,2.7%,61.8%,68.8%,49.1%,61.3%,30.2%,45.6%,0.78,R16 (Newport)
2014,31,14,17,45.2%,34-44,43.6%,360-387,48.2%,4-6,40.0%,27,77.6%,17.5%,7.0%,3.5%,58.0%,71.1%,50.9%,62.6%,33.1%,48.1%,0.89,QF (2x)
2013,29,12,17,41.4%,37-40,48.1%,345-383,47.4%,6-2,75.0%,25,72.6%,17.8%,7.6%,3.9%,58.3%,69.6%,47.2%,60.3%,35.4%,48.1%,0.89,QF (2x)
2012,37,15,22,40.5%,39-60,39.4%,435-503,46.4%,6-8,42.9%,34,75.3%,18.1%,7.8%,2.7%,59.7%,70.9%,49.7%,62.4%,34.6%,48.5%,0.92,F (Zagreb)
2011,13,4,9,30.8%,13-26,33.3%,170-214,44.3%,4-5,44.4%,11,74.8%,17.7%,6.0%,3.3%,57.9%,66.7%,51.2%,60.1%,33.4%,47.6%,0.84,R16 (4x)
2010,41,19,22,46.3%,56-60,48.3%,569-603,48.5%,17-8,68.0%,37,77.1%,17.3%,7.8%,3.0%,58.6%,73.2%,50.5%,63.8%,35.5%,49.4%,0.98,QF (5x)
2009,8,3,5,37.5%,10-12,45.5%,107-101,51.4%,2-2,50.0%,4,84.9%,9.1%,5.9%,2.2%,64.6%,71.1%,49.6%,63.5%,24.3%,45.5%,0.67,R16 (Halle)
2008,5,1,4,20.0%,8-11,42.1%,109-114,48.9%,2-3,40.0%,1,70.0%,10.0%,5.5%,4.8%,54.5%,70.9%,47.0%,60.0%,31.1%,46.8%,0.78,
2007,4,1,3,25.0%,5-8,38.5%,49-66,42.6%,1-0,100.0%,2,64.0%,4.0%,3.9%,3.9%,58.8%,62.2%,50.8%,57.5%,24.8%,41.8%,0.58,
2006,2,2,0,100.0%,3-0,100.0%,19-13,59.4%,1-0,100.0%,0,,,,,,,,,,,,
Career,246,98,148,39.8%,281-383,42.3%,3078-3426,47.3%,54-53,50.5%,216,76.5%,16.5%,7.9%,3.2%,58.8%,71.2%,50.2%,62.5%,33.8%,48.3%,0.90,
