Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,991,11,283,1459,247,1446,339,1334,176,1455,,,,
2021,190,351,191,1561,175,1527,259,1419,128,1534,,,,
2020,200,324,185,1534,165,1505,228,1415,,,497,83,,
2019,183,280,148,1616,135,1579,236,1449,108,1583,,,,
2018,114,514,128,1646,138,1582,,,70,1627,537,25,,
2017,92,605,88,1714,86,1672,179,1512,64,1653,1250,15,,
2016,122,492,146,1615,148,1561,215,1454,71,1614,512,107,,
2015,110,534,117,1655,110,1621,213,1456,88,1596,1043,29,,
2014,94,576,67,1756,63,1717,181,1507,57,1650,381,160,,
2013,81,625,81,1723,74,1686,196,1491,69,1631,661,71,,
2012,51,827,84,1722,69,1689,187,1494,67,1649,335,190,,
2011,112,505,110,1673,100,1637,198,1493,78,1611,311,195,,
2010,89,578,101,1682,107,1614,192,1504,74,1602,229,290,,
2009,82,580,93,1703,80,1662,192,1508,58,1642,214,310,,
2008,325,107,297,1437,250,1428,292,1382,,,748,41,,
2007,139,316,209,1524,168,1507,212,1468,187,1435,405,125,,
2006,231,175,279,1439,247,1410,277,1387,,,344,152,,
2005,421,65,,,,,,,,,1651,2,,
2004,1056,6,,,,,,,,,1339,7,,
