Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,176,74,102,42.0%,203-258,44.0%,2152-2335,48.0%,38-35,52.1%,155,75.6%,17.9%,8.2%,3.4%,57.5%,71.3%,49.4%,62.0%,34.7%,48.5%,0.91
Clay,25,5,20,20.0%,23-52,30.7%,303-419,42.0%,5-4,55.6%,16,67.1%,10.2%,5.4%,3.1%,56.8%,64.5%,48.2%,57.5%,30.7%,44.3%,0.72
Grass,45,19,26,42.2%,55-73,43.0%,623-672,48.1%,11-14,44.0%,45,82.0%,14.5%,7.7%,2.8%,63.2%,72.9%,53.8%,65.9%,31.9%,49.1%,0.94
Grand Slams,48,15,33,31.3%,64-115,35.8%,782-958,44.9%,13-12,52.0%,48,75.3%,14.6%,7.8%,3.0%,60.8%,70.6%,49.1%,62.2%,32.0%,47.5%,0.85
Masters,14,2,12,14.3%,9-24,27.3%,135-182,42.6%,0-2,0.0%,14,69.2%,17.0%,7.2%,4.1%,54.4%,71.4%,43.0%,58.5%,35.6%,46.9%,0.86
Other Tours,154,64,90,41.6%,154-200,43.5%,1668-1837,47.6%,34-35,49.3%,154,77.7%,17.4%,8.0%,3.3%,58.1%,71.4%,51.4%,63.1%,34.5%,48.8%,0.93
Best of 5,71,28,43,39.4%,110-152,42.0%,1205-1342,47.3%,19-16,54.3%,48,75.3%,14.6%,7.8%,3.0%,60.8%,70.6%,49.1%,62.2%,32.0%,47.5%,0.85
Best of 3,175,70,105,40.0%,171-231,42.5%,1873-2084,47.3%,35-37,48.6%,168,77.0%,17.4%,7.9%,3.4%,57.8%,71.4%,50.6%,62.7%,34.6%,48.6%,0.93
Finals,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,2,72.2%,0.0%,4.3%,1.4%,63.8%,60.2%,50.0%,56.5%,24.8%,42.8%,0.57
Semi-finals,2,2,0,100.0%,4-0,100.0%,26-18,59.1%,1-0,100.0%,2,90.9%,23.8%,9.4%,0.0%,67.5%,77.2%,76.3%,76.9%,39.0%,56.2%,1.69
Quarter-finals,13,2,11,15.4%,6-22,21.4%,106-159,40.0%,1-2,33.3%,13,67.7%,12.9%,7.2%,2.6%,58.4%,70.0%,45.5%,59.8%,32.3%,45.9%,0.80
vs Righties,200,75,125,37.5%,221-319,40.9%,2461-2809,46.7%,48-41,53.9%,174,75.7%,15.6%,7.7%,3.1%,58.8%,70.9%,49.8%,62.2%,33.3%,47.9%,0.88
vs Lefties,45,22,23,48.9%,58-64,47.5%,604-610,49.8%,6-12,33.3%,41,79.4%,20.1%,8.5%,3.7%,58.9%,72.2%,51.8%,63.8%,35.6%,49.9%,0.98
vs Top 10,20,0,20,0.0%,3-52,5.5%,158-323,32.8%,0-2,0.0%,20,58.5%,8.2%,6.1%,3.4%,59.3%,62.9%,40.8%,53.9%,27.4%,41.6%,0.59
