Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Ismaning CH F,L vs Otte,1.02,0.33,33.6,2.1,10.8%,67.6%,8.3%,52.8%,13.0%,13.0%
2019 Ilkley CH R64,W vs Menendez Maceiras,1.37,1.52,43.7,2.1,-,69.7%,-,65.5%,33.3%,38.5%
2019 Busan CH R16,L vs Uchiyama,1.09,0.70,44.8,4.5,9.5%,50.0%,2.6%,59.0%,31.4%,27.3%
2019 Busan CH R32,W vs Saville,1.08,1.28,65.8,4.0,8.9%,77.8%,13.2%,57.9%,28.9%,46.3%
2019 Seoul CH R16,L vs Ito,0.97,0.64,48.0,2.0,10.3%,44.8%,17.2%,62.1%,27.6%,34.6%
2019 Seoul CH R32,W vs Saville,1.19,1.70,39.8,2.0,9.4%,81.3%,17.9%,60.7%,42.9%,38.2%
2019 Taipei CH R16,L vs Sugita,0.88,0.80,69.4,4.0,28.9%,68.9%,17.1%,63.4%,27.7%,34.1%
2019 Taipei CH R32,W vs Huesler,1.13,1.40,45.4,8.0,10.2%,75.5%,17.4%,67.4%,34.8%,35.7%
2019 Miami R128,L vs Haase,0.68,0.57,38.9,2.0,3.7%,55.6%,13.6%,63.6%,36.4%,32.3%
2019 Phoenix CH R32,L vs Millman,1.09,0.85,85.5,5.5,15.2%,59.1%,9.8%,62.3%,27.8%,34.0%
2019 Phoenix CH R64,W vs Uchiyama,1.09,1.18,58.4,5.1,10.5%,61.4%,3.7%,57.4%,36.1%,51.7%
2019 Indian Wells CH R32,L vs Caruso,0.94,0.76,46.7,12.9,6.8%,56.8%,7.5%,55.0%,25.5%,46.5%
2019 Delray Beach R16,L vs Isner,1.07,0.38,49.4,2.3,8.3%,58.3%,2.9%,62.9%,8.7%,20.0%
2019 Delray Beach R32,W vs Watanuki,1.10,1.41,55.8,2.1,8.6%,62.9%,12.1%,78.8%,33.3%,42.4%
2019 New York R32,L vs Tomic,0.80,0.53,41.7,2.6,3.6%,57.1%,20.8%,62.5%,32.1%,20.8%
2019 Sofia Q1,L vs Lazarov,0.80,0.75,41.1,3.3,16.2%,70.3%,5.9%,55.9%,31.9%,37.0%
2018 Bratislava CH R16,L vs Gerasimov,0.72,0.27,29.9,2.1,10.7%,67.9%,8.3%,54.2%,12.5%,16.7%
2018 Bratislava CH R32,W vs Robert,1.01,1.20,71.0,6.3,22.0%,72.0%,13.6%,59.1%,40.7%,40.4%
2018 Eckental CH R32,L vs Bolelli,0.90,0.70,54.0,2.5,15.2%,60.6%,3.3%,63.3%,29.7%,29.4%
2018 Stockholm R16,L vs Fognini,0.83,0.67,46.2,2.1,11.4%,62.9%,3.1%,56.3%,29.4%,35.3%
2021 (1 matches),,1.02,0.33,33.6,2.1,10.8%,67.6%,8.3%,52.8%,13.0%,13.0%
2019 (15 matches),,1.02,0.94,53.9,3.1,10.7%,63.6%,10.3%,62.0%,31.0%,37.6%
2018 (47 matches),,1.00,1.01,53.7,2.8,10.7%,65.2%,10.5%,64.5%,34.9%,35.6%
2017 (52 matches),,1.06,1.16,48.8,2.4,11.3%,68.6%,10.0%,66.1%,35.2%,36.4%
2016 (56 matches),,1.02,1.15,54.9,2.8,8.7%,67.4%,7.4%,65.4%,36.4%,39.0%
Career (359 matches),,1.03,1.04,50.8,2.6,8.4%,65.4%,7.4%,64.0%,34.9%,36.7%
