Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 M25 Shymkent R32,L vs Fomin,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2019 M25 Kazan R32,L vs Patael,0% (0/8),- (0/0),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,1/1
2019 M25 Aktobe R32,L vs Tseng,20% (3/15),33% (1/3),1/4,47% (7/15),43% (3/7),1/1,0/0,3/3,0/0,1/1
2017 Tampere CH R32,L vs Sousa,0% (0/7),- (0/0),0/3,63% (5/8),0% (0/5),0/0,0/0,0/2,0/0,0/1
2017 Karshi CH R32,L vs Stakhovsky,11% (1/9),0% (0/1),0/2,75% (6/8),50% (3/6),0/0,0/0,0/1,0/0,0/0
2016 Szczecin CH R32,L vs Brown,13% (2/15),50% (1/2),0/3,43% (6/14),33% (2/6),1/1,0/0,2/3,0/0,1/2
2015 Meerbusch CH R32,L vs Brands,31% (4/13),75% (3/4),1/5,62% (8/13),38% (3/8),3/3,1/1,0/0,0/0,0/0
2015 Tampere CH R32,W vs Machado,38% (5/13),100% (5/5),2/4,46% (6/13),33% (2/6),3/3,0/1,0/0,0/0,0/0
2019 (3 matches),,9.7%,33.3%,8.3%,55.2%,25.0%,100.0%,-,100.0%,-,100.0%
2017 (2 matches),,6.3%,0.0%,0.0%,68.8%,27.3%,-,-,0.0%,-,0.0%
2016 (1 matches),,13.3%,50.0%,0.0%,42.9%,33.3%,100.0%,-,66.7%,-,50.0%
2015 (2 matches),,34.6%,88.9%,33.3%,53.8%,35.7%,100.0%,50.0%,-,-,-
Career (8 matches),,17.0%,66.7%,13.8%,55.3%,29.8%,100.0%,50.0%,63.6%,-,66.7%
