Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 M25 Shymkent R32,L vs Fomin,60% (3/5),- (0/0),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 M25 Kazan R32,L vs Patael,43% (3/7),- (0/0),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 M25 Aktobe R32,L vs Tseng,44% (11/25),33% (1/3),1/1,0/0,69% (9/13),4/6,1/2,71% (5/7),43% (3/7)
2017 Tampere CH R32,L vs Sousa,33% (3/9),- (0/0),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2017 Karshi CH R32,L vs Stakhovsky,56% (5/9),0% (0/1),0/0,0/0,67% (6/9),3/5,2/3,- (0/0),- (0/0)
2016 Szczecin CH R32,L vs Brown,83% (10/12),50% (1/2),1/3,0/0,71% (10/14),5/7,4/5,67% (4/6),50% (3/6)
2015 Meerbusch CH R32,L vs Brands,62% (8/13),60% (3/5),1/1,0/0,62% (8/13),1/3,0/1,- (0/0),- (0/0)
2015 Tampere CH R32,W vs Machado,82% (9/11),83% (5/6),2/2,1/1,43% (3/7),1/2,0/0,- (0/0),- (0/0)
2019 (3 matches),,45.9%,33.3%,100.0%,-,55.6%,40.0%,25.0%,71.4%,42.9%
2017 (2 matches),,44.4%,0.0%,-,-,52.9%,55.6%,60.0%,-,-
2016 (1 matches),,83.3%,50.0%,33.3%,-,71.4%,71.4%,80.0%,66.7%,50.0%
2015 (2 matches),,70.8%,72.7%,100.0%,100.0%,55.0%,40.0%,0.0%,-,-
Career (8 matches),,57.1%,58.8%,71.4%,100.0%,57.7%,51.6%,53.3%,69.2%,46.2%
