Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,94,42,52,44.7%,99-119,45.4%,917-1033,47.0%,8-7,53.3%,47,47.7%,34.3%,2.1%,8.2%,64.1%,56.7%,42.0%,51.4%,44.4%,47.9%,0.91
Clay,35,14,21,40.0%,36-45,44.4%,344-371,48.1%,0-2,0.0%,24,42.6%,30.8%,1.6%,10.2%,64.2%,56.1%,33.1%,47.8%,46.6%,47.2%,0.89
Grass,11,5,6,45.5%,11-14,44.0%,118-127,48.2%,0-3,0.0%,11,70.0%,9.1%,3.3%,5.1%,68.2%,63.7%,46.0%,58.1%,39.9%,49.0%,0.95
Carpet,2,1,1,50.0%,2-2,50.0%,13-15,46.4%,0-0,-,2,-,-,0.0%,11.0%,50.7%,64.9%,33.3%,49.3%,46.9%,48.0%,0.93
Grand Slams,23,9,14,39.1%,22-33,40.0%,215-272,44.1%,0-2,0.0%,17,44.8%,37.9%,2.1%,6.2%,66.5%,56.7%,34.3%,49.2%,43.3%,46.3%,0.85
Premiers,31,13,18,41.9%,30-41,42.3%,286-334,46.1%,2-2,50.0%,14,44.0%,15.4%,2.0%,10.7%,58.9%,57.4%,39.3%,50.0%,44.5%,47.3%,0.89
Internationals,63,24,39,38.1%,61-86,41.5%,608-722,45.7%,4-5,44.4%,49,43.6%,33.3%,2.1%,8.4%,65.0%,57.7%,40.3%,51.6%,45.2%,48.4%,0.93
Semi-finals,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,22.2%,44.4%,1.9%,7.8%,68.9%,46.5%,43.8%,45.6%,41.6%,43.4%,0.77
Quarter-finals,9,2,7,22.2%,7-16,30.4%,85-127,40.1%,1-0,100.0%,5,53.3%,40.0%,2.2%,5.3%,68.2%,56.9%,46.2%,53.5%,42.6%,48.1%,0.92
vs Righties,130,56,74,43.1%,135-163,45.3%,1253-1393,47.4%,6-9,40.0%,76,45.7%,32.9%,2.0%,8.5%,64.4%,57.5%,38.8%,50.9%,44.6%,47.7%,0.91
vs Lefties,12,6,6,50.0%,13-17,43.3%,139-153,47.6%,2-3,40.0%,8,70.0%,9.1%,3.0%,7.7%,65.4%,58.3%,46.5%,54.2%,43.3%,48.9%,0.95
vs Top 10,11,0,11,0.0%,1-22,4.3%,38-136,21.8%,0-0,-,8,-,-,1.4%,11.8%,53.8%,46.9%,29.8%,39.0%,32.6%,35.8%,0.53
