Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,22,10,12,45.5%,5,2,3,40.0%,2005,2019,R64,10,0.87,3.0%,6.7%,61.3%,55.2%,41.2%,49.7%,43.9%,52.7%,48.8%
Roland Garros,11,Clay,30,18,12,60.0%,2,1,1,50.0%,2005,2023,QF,17,1.05,0.9%,5.2%,67.8%,59.9%,37.0%,52.5%,49.8%,50.3%,56.2%
Wimbledon,11,Grass,21,10,11,47.6%,3,0,3,0.0%,2005,2019,R64,5,0.78,3.3%,5.8%,67.3%,59.3%,37.3%,52.1%,37.1%,46.8%,50.0%
US Open,14,Hard,27,13,14,48.1%,4,2,2,50.0%,2004,2023,R64,12,0.88,1.6%,9.8%,60.6%,56.4%,39.7%,49.8%,44.4%,43.5%,48.4%
Fed Cup,6,,17,12,5,70.6%,4,1,3,25.0%,2004,2014,,0,,,,,,,,,,
Strasbourg,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2008,2019,Q2,1,0.88,2.0%,5.0%,57.4%,63.8%,51.2%,58.4%,36.6%,44.4%,80.0%
Charleston,9,Clay,17,8,9,47.1%,3,2,1,66.7%,2009,2019,R64,15,0.99,0.7%,7.1%,60.9%,59.2%,43.4%,53.0%,46.3%,47.4%,42.8%
Quebec City,7,Hard,21,14,7,66.7%,3,2,1,66.7%,2004,2018,QF,8,0.94,2.3%,6.6%,66.0%,58.8%,40.3%,52.5%,44.6%,51.2%,51.6%
Montreal,3,Hard,9,6,3,66.7%,1,0,1,0.0%,2008,2018,R32,7,1.19,1.8%,9.1%,63.3%,62.8%,43.0%,55.6%,52.9%,57.7%,57.1%
Washington,2,Hard,2,0,2,0.0%,0,0,0,-,2012,2018,R32,2,0.80,0.0%,9.4%,56.5%,44.9%,31.7%,39.1%,48.6%,40.0%,41.7%
Bucharest,5,Clay,8,3,5,37.5%,0,0,0,-,2014,2018,R32,7,0.90,2.0%,9.3%,65.0%,57.5%,34.7%,49.5%,45.6%,46.1%,54.5%
