Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,35.7%,6.3%,0.9%,13.1%,55.1%,54.2%,31.3%,43.9%,28.6%,36.9%,0.51,R32 (Quebec City)
2017,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,2.1%,6.4%,61.7%,48.3%,22.2%,38.3%,38.1%,38.2%,0.62,R32 (Bucharest)
2016,2,0,2,0.0%,1-4,20.0%,15-26,36.6%,0-0,-,2,38.1%,35.0%,0.7%,11.5%,56.8%,58.2%,31.7%,46.8%,45.6%,46.2%,0.86,R32 (Bucharest)
2015,18,7,11,38.9%,16-23,41.0%,155-197,44.0%,2-0,100.0%,16,50.7%,34.8%,2.7%,10.1%,69.2%,60.0%,43.1%,54.8%,41.9%,48.4%,0.93,SF (Acapulco)
2014,6,3,3,50.0%,7-9,43.8%,70-75,48.3%,1-0,100.0%,4,-,-,3.1%,7.9%,60.9%,60.0%,48.6%,55.5%,44.8%,49.9%,1.01,QF (Quebec City)
2013,12,3,9,25.0%,8-18,30.8%,102-133,43.4%,0-2,0.0%,9,-,-,1.9%,14.3%,55.5%,58.6%,35.5%,48.3%,43.3%,45.9%,0.84,R16 (3x)
2012,17,5,12,29.4%,17-24,41.5%,170-180,48.6%,0-1,0.0%,14,-,-,1.9%,9.9%,64.1%,57.3%,37.6%,50.2%,49.3%,49.8%,0.99,
2011,5,1,4,20.0%,2-8,20.0%,45-59,43.3%,1-1,50.0%,1,-,-,0.0%,5.0%,63.3%,50.0%,40.9%,46.7%,43.1%,44.7%,0.81,
2010,18,10,8,55.6%,21-19,52.5%,185-182,50.4%,1-2,33.3%,15,-,-,2.0%,5.4%,68.9%,57.8%,43.0%,53.2%,44.7%,48.9%,0.96,SF (Pattaya)
2009,8,2,6,25.0%,6-14,30.0%,74-104,41.6%,0-0,-,7,-,-,1.6%,4.9%,68.2%,51.7%,38.3%,47.5%,44.5%,46.0%,0.85,R16 (Brisbane)
2008,2,1,1,50.0%,3-2,60.0%,26-23,53.1%,0-1,0.0%,2,-,-,2.0%,4.0%,65.8%,60.2%,51.0%,57.0%,46.7%,51.4%,1.09,R16 (Fes)
2005,36,20,16,55.6%,44-40,52.4%,373-386,49.1%,3-5,37.5%,10,-,-,2.1%,6.5%,62.7%,58.8%,36.9%,50.6%,44.4%,47.5%,0.90,QF (3x)
2004,15,10,5,66.7%,23-13,63.9%,168-145,53.7%,0-0,-,1,-,-,4.3%,6.4%,46.8%,45.5%,40.0%,42.6%,26.2%,34.8%,0.46,QF (2x)
Career,142,62,80,43.7%,148-180,45.1%,1392-1546,47.4%,8-12,40.0%,84,47.0%,31.5%,2.1%,8.4%,64.5%,57.6%,39.7%,51.3%,44.5%,47.9%,0.91,
