Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,4,0,4,0.0%,0-8,0.0%,23-50,31.5%,0-2,0.0%,0,,,,,,,,,,,,R32 (4x)
2019,19,11,8,57.9%,24-19,55.8%,227-190,54.4%,0-3,0.0%,2,53.8%,30.8%,1.8%,8.2%,58.5%,55.0%,46.5%,51.5%,41.4%,46.5%,0.85,W (W25 Surprise AZ)
2018,22,12,10,54.5%,29-22,56.9%,261-210,55.4%,1-3,25.0%,2,66.7%,33.3%,1.3%,8.5%,60.1%,62.0%,44.3%,54.9%,43.5%,49.5%,0.96,SF (Dothan AL $80K)
2017,40,22,18,55.0%,48-45,51.6%,428-423,50.3%,4-6,40.0%,0,,,,,,,,,,,,W (Las Vegas NV $60K)
2016,18,10,8,55.6%,21-17,55.3%,183-177,50.8%,3-3,50.0%,0,,,,,,,,,,,,QF (4x)
2015,5,2,3,40.0%,7-6,53.8%,61-54,53.0%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2014,17,10,7,58.8%,23-19,54.8%,199-179,52.6%,0-2,0.0%,0,,,,,,,,,,,,F (Sobota Rokietnica 50K)
2013,10,3,7,30.0%,10-16,38.5%,117-134,46.6%,2-1,66.7%,0,,,,,,,,,,,,QF (Cali)
2012,11,7,4,63.6%,14-10,58.3%,110-106,50.9%,3-0,100.0%,0,,,,,,,,,,,,F (Osprey FL 50K)
2011,31,21,10,67.7%,43-24,64.2%,348-265,56.8%,2-5,28.6%,0,,,,,,,,,,,,W (Phoenix AZ 75K)
2010,6,2,4,33.3%,4-8,33.3%,43-54,44.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2009,5,2,3,40.0%,5-6,45.5%,60-55,52.2%,1-2,33.3%,0,,,,,,,,,,,,QF (Sofia 100K)
2008,38,26,12,68.4%,55-33,62.5%,431-359,54.6%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2004,5,5,0,100.0%,10-2,83.3%,68-29,70.1%,0-0,-,0,,,,,,,,,,,,W (Palm Beach Gardens 50K)
2003,21,19,2,90.5%,38-13,74.5%,265-184,59.0%,2-0,100.0%,0,,,,,,,,,,,,W (3x)
Career,252,152,100,60.3%,331-248,57.2%,2824-2469,53.4%,23-33,41.1%,4,59.6%,31.9%,1.5%,8.3%,59.3%,58.3%,45.5%,53.1%,42.3%,47.9%,0.90,
