Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,7,3,4,42.9%,2019,2026,R32,15,0.97,3.7%,7.5%,53.0%,64.0%,43.5%,54.4%,44.2%,43.5%,47.1%
Roland Garros,6,Clay,14,8,6,57.1%,3,0,3,0.0%,2019,2025,R16,14,1.00,2.0%,5.3%,58.7%,64.0%,41.7%,54.8%,45.4%,58.6%,44.4%
Wimbledon,5,Grass,11,6,5,54.5%,3,2,1,66.7%,2017,2024,R32,8,1.00,2.5%,5.4%,52.3%,65.3%,47.1%,56.6%,43.4%,60.0%,32.9%
US Open,7,Hard,13,6,7,46.2%,5,1,4,20.0%,2018,2025,R32,13,0.97,2.3%,6.9%,56.8%,64.5%,44.2%,55.7%,42.7%,56.6%,46.7%
Fed Cup,2,,2,1,1,50.0%,0,0,0,-,2018,2019,,2,1.03,5.3%,4.8%,54.8%,75.7%,41.2%,60.1%,41.2%,72.7%,36.8%
Indian Wells,6,Hard,12,6,6,50.0%,4,3,1,75.0%,2019,2026,QF,12,0.98,1.8%,6.9%,57.3%,59.9%,44.3%,53.2%,46.0%,53.6%,42.7%
Dubai,4,Hard,10,6,4,60.0%,0,0,0,-,2021,2026,QF,10,1.02,3.3%,7.1%,52.0%,66.0%,46.7%,56.8%,44.0%,65.6%,51.5%
Cluj-Napoca,2,Hard,8,7,1,87.5%,0,0,0,-,2025,2026,W,8,1.10,4.0%,5.5%,54.8%,70.8%,46.0%,59.6%,44.6%,71.4%,50.0%
Adelaide,2,Hard,5,2,3,40.0%,1,1,0,100.0%,2020,2026,R32,5,1.00,1.7%,4.7%,64.2%,53.9%,44.5%,50.6%,49.2%,52.0%,46.8%
Brisbane,4,Hard,15,10,5,66.7%,3,1,2,33.3%,2018,2026,QF,15,1.03,4.9%,6.0%,56.4%,63.9%,49.4%,57.6%,43.9%,56.2%,38.2%
Beijing,4,Hard,8,4,4,50.0%,1,1,0,100.0%,2019,2025,R16,8,0.99,2.5%,6.0%,53.0%,61.5%,46.8%,54.6%,44.9%,45.3%,44.0%
