Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Lucia Bronzetti [ITA],6,0,100.0%,0,0,0,-,2022,2026,6,1.11,2.3%,4.2%,60.0%,64.3%,48.3%,57.9%,46.8%,67.7%,53.3%
5,Qinwen Zheng [CHN],2,3,40.0%,5,2,3,40.0%,2022,2025,5,0.94,2.2%,5.2%,60.9%,61.2%,49.7%,56.7%,40.8%,48.6%,40.5%
5,Karolina Muchova [CZE],1,4,20.0%,3,1,2,33.3%,2017,2025,4,0.82,2.6%,7.7%,55.6%,64.9%,47.5%,57.2%,35.3%,62.9%,23.3%
5,Jessica Pegula [USA],0,5,0.0%,3,1,2,33.3%,2021,2024,5,0.88,2.1%,6.1%,61.9%,56.1%,41.6%,50.6%,43.5%,47.5%,35.1%
5,Leylah Fernandez [CAN],1,4,20.0%,1,0,1,0.0%,2020,2024,5,0.83,2.4%,6.4%,57.8%,61.6%,37.3%,51.3%,40.6%,58.1%,34.0%
5,Marketa Vondrousova [CZE],1,4,20.0%,2,0,2,0.0%,2019,2024,5,0.79,2.2%,5.6%,60.6%,54.6%,46.0%,51.2%,38.6%,47.6%,34.4%
5,Veronika Kudermetova [RUS],2,3,40.0%,2,0,2,0.0%,2022,2024,4,1.01,2.1%,3.9%,62.4%,59.4%,52.8%,56.9%,43.3%,55.3%,47.7%
5,Kristina Mladenovic [FRA],4,1,80.0%,1,1,0,100.0%,2021,2022,5,1.19,2.4%,7.1%,58.8%,63.0%,46.3%,56.1%,52.3%,58.5%,60.0%
4,Dayana Yastremska [UKR],2,2,50.0%,1,1,0,100.0%,2018,2025,3,0.98,1.7%,5.6%,57.3%,60.2%,49.5%,55.6%,43.6%,50.0%,44.0%
4,Marta Kostyuk [UKR],2,2,50.0%,1,0,1,0.0%,2023,2025,4,1.04,2.8%,5.3%,63.8%,68.9%,45.1%,60.3%,41.5%,51.9%,42.3%
4,Viktorija Golubic [SUI],4,0,100.0%,0,0,0,-,2020,2025,4,1.26,2.0%,7.7%,57.2%,69.0%,45.3%,58.9%,52.0%,69.4%,59.5%
4,Tamara Zidansek [SLO],3,1,75.0%,1,1,0,100.0%,2018,2025,4,1.08,3.3%,6.8%,56.2%,56.3%,46.6%,52.1%,51.9%,46.7%,46.3%
4,Ajla Tomljanovic [AUS],1,3,25.0%,2,1,1,50.0%,2020,2024,4,0.93,4.9%,7.5%,51.0%,68.8%,43.7%,56.5%,40.4%,48.5%,38.7%
4,Petra Martic [CRO],3,1,75.0%,1,1,0,100.0%,2019,2023,4,1.16,3.1%,3.1%,66.8%,64.8%,51.9%,60.5%,45.7%,69.7%,37.2%
4,Coco Gauff [USA],2,2,50.0%,1,0,1,0.0%,2019,2023,4,1.06,1.4%,4.9%,59.2%,65.3%,48.7%,58.5%,44.1%,70.7%,46.7%
