Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,12,14,46.2%,27-35,43.5%,291-325,47.2%,3-5,37.5%,26,59.3%,35.3%,2.8%,6.4%,54.0%,61.2%,44.1%,53.4%,43.4%,48.5%,0.93
Clay,10,6,4,60.0%,12-11,52.2%,111-117,48.7%,3-2,60.0%,9,62.8%,33.6%,3.0%,6.8%,54.8%,62.6%,47.8%,55.9%,43.9%,49.9%,1.00
Grass,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,0.0%,1.3%,68.0%,62.7%,45.8%,57.3%,26.4%,44.5%,0.62
Grand Slams,7,4,3,57.1%,8-9,47.1%,87-85,50.6%,1-3,25.0%,7,61.2%,41.0%,2.4%,6.6%,54.5%,62.1%,44.3%,54.0%,45.9%,50.0%,1.00
Premiers,7,2,5,28.6%,4-10,28.6%,58-79,42.3%,1-1,50.0%,6,52.2%,32.4%,4.0%,6.2%,60.1%,58.5%,41.5%,51.7%,43.0%,47.5%,0.89
Internationals,5,2,3,40.0%,4-8,33.3%,55-68,44.7%,0-0,-,5,63.9%,25.8%,1.7%,6.1%,55.7%,67.0%,39.6%,54.9%,36.8%,47.1%,0.82
Quarter-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,63.6%,18.2%,0.0%,6.4%,53.2%,67.2%,37.3%,53.2%,33.8%,45.6%,0.72
vs Righties,36,18,18,50.0%,39-46,45.9%,405-443,47.8%,6-7,46.2%,35,60.7%,34.7%,2.7%,6.3%,54.5%,61.6%,45.6%,54.3%,43.4%,49.0%,0.95
vs Lefties,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,7.7%,13.5%,53.8%,64.3%,20.8%,44.2%,34.5%,39.1%,0.62
vs Top 10,8,1,7,12.5%,3-12,20.0%,52-88,37.1%,1-2,33.3%,7,50.7%,23.5%,1.7%,6.0%,54.2%,57.3%,42.7%,50.6%,37.5%,44.3%,0.76
