Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R64,W vs Raducanu,79.0%,65.3%,8.1%,2/3,2.65,10.4%,79.1%,67.6%,4.7%,2.68,21.7%,88.2%,60.0%,17.6%,2.63,0.0%
2026 Australian Open R128,W vs Lamens,79.6%,59.0%,7.1%,3/4,2.77,1.6%,82.8%,52.1%,5.2%,2.69,2.6%,88.2%,70.0%,11.8%,2.90,0.0%
2026 Brisbane R64,W vs Kasatkina,59.8%,52.2%,3.6%,1/3,2.75,23.0%,70.3%,48.9%,1.6%,2.71,31.9%,68.8%,59.1%,9.4%,2.81,7.4%
2025 US Open R64,L vs Andreeva,76.0%,47.4%,10.0%,3/2,2.39,8.9%,81.8%,44.4%,12.1%,2.52,15.2%,84.6%,54.5%,7.7%,2.20,0.0%
2025 Cleveland R32,L vs Jovic,67.5%,55.8%,6.5%,1/4,2.26,4.2%,73.7%,57.1%,7.9%,2.02,4.2%,68.6%,54.2%,5.7%,2.50,4.2%
2025 Madrid R16,L vs Kostyuk,81.8%,35.6%,10.9%,3/3,2.23,3.8%,86.5%,34.4%,2.7%,2.26,6.3%,86.7%,38.5%,33.3%,2.19,0.0%
2025 Madrid R64,W vs Zheng,83.9%,57.7%,11.3%,2/5,2.43,0.0%,77.8%,57.1%,18.5%,2.34,0.0%,93.9%,58.1%,6.1%,2.61,0.0%
2025 Indian Wells R64,L vs Keys,75.0%,27.3%,18.2%,4/4,2.40,4.8%,77.3%,29.4%,13.6%,2.48,9.1%,88.9%,25.0%,27.8%,2.31,0.0%
2025 Cluj Napoca F,W vs Bronzetti,78.2%,50.8%,1.3%,0/1,2.67,0.0%,82.6%,39.5%,2.2%,2.60,0.0%,82.1%,69.6%,0.0%,2.77,0.0%
2024 US Open R32,L vs Muchova,58.3%,35.7%,12.5%,2/4,2.22,25.6%,50.0%,38.5%,11.5%,2.33,39.1%,71.4%,33.3%,14.3%,2.07,6.3%
2024 Cleveland R32,W vs Parry,84.9%,66.7%,3.8%,2/0,2.25,50.0%,90.6%,72.4%,0.0%,2.07,47.8%,88.9%,56.3%,11.1%,2.72,55.6%
2024 Birmingham QF,W vs Krejcikova,54.9%,67.9%,7.8%,2/2,2.76,3.1%,54.3%,68.4%,2.9%,2.66,6.7%,64.3%,66.7%,21.4%,2.84,0.0%
2024 Birmingham R32,W vs Avanesyan,75.4%,61.2%,1.5%,1/0,2.10,6.8%,76.1%,54.3%,0.0%,2.14,13.6%,77.8%,78.6%,5.6%,2.05,0.0%
2024 Roland Garros R16,L vs Swiatek,55.6%,20.0%,14.8%,2/1,2.29,0.0%,31.3%,20.0%,6.3%,2.14,0.0%,90.9%,20.0%,27.3%,2.38,0.0%
2024 Miami R64,L vs Collins,64.4%,34.5%,11.1%,5/0,2.62,3.4%,70.0%,35.7%,15.0%,2.29,5.3%,68.2%,33.3%,9.1%,3.26,0.0%
2024 Indian Wells QF,L vs Kostyuk,70.2%,45.5%,6.4%,3/0,2.38,4.0%,85.2%,47.8%,0.0%,2.33,5.0%,62.5%,40.0%,18.8%,2.58,0.0%
2024 Linz R16,W vs Cocciaretto,78.0%,41.0%,4.0%,2/2,2.52,15.7%,81.5%,39.6%,1.5%,2.58,21.9%,75.8%,44.0%,9.1%,2.42,4.8%
2023 San Diego QF,L vs Kenin,63.8%,46.7%,6.4%,2/1,2.32,5.3%,72.4%,52.4%,3.4%,2.36,8.7%,69.2%,33.3%,15.4%,2.25,0.0%
2023 Montreal R64,L vs Muchova,66.2%,37.8%,2.9%,0/2,2.30,9.3%,73.2%,36.7%,0.0%,2.05,11.1%,65.2%,40.0%,8.7%,2.79,5.6%
2023 Birmingham R32,W vs Kostyuk,64.9%,52.8%,5.4%,4/2,2.53,2.7%,59.4%,46.3%,1.4%,2.37,2.3%,83.8%,61.3%,13.5%,2.73,3.1%
Last 52 Weeks (7 matches),,73.8%,54.1%,7.6%,38.5%,2.52,8.3%,78.3%,51.5%,6.3%,2.49,12.8%,81.6%,58.2%,11.2%,2.56,1.9%
Career (51 matches),,72.4%,52.9%,7.0%,41.7%,2.50,6.8%,73.4%,49.1%,4.2%,2.46,10.1%,81.6%,59.1%,13.0%,2.56,1.7%
