Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R16,W vs Anisimova,1.11,1.83,40.2,2.2,3.7%,74.1%,3.8%,65.4%,55.6%,44.4%
2026 United Cup F,W vs Swiatek,0.89,1.33,55.6,4.0,2.7%,67.6%,2.9%,61.8%,46.7%,58.1%
2026 United Cup QF,W vs Sierra,0.94,1.87,42.3,2.2,3.8%,73.1%,0.0%,75.0%,46.4%,57.1%
2025 Hong Kong R16,W vs Wang,1.08,2.85,38.3,2.3,10.0%,85.0%,10.5%,78.9%,45.2%,50.0%
2025 Tokyo F,W vs Noskova,1.03,1.39,53.1,2.3,2.9%,60.0%,14.7%,73.5%,51.9%,37.5%
2025 Tokyo SF,W vs Kenin,1.10,1.23,65.0,2.8,10.2%,77.6%,11.9%,54.8%,34.0%,40.0%
2025 Ningbo QF,L vs Paolini,0.95,0.88,76.0,11.3,3.6%,49.1%,2.0%,54.9%,53.0%,35.5%
2025 Ningbo R32,W vs Linette,1.18,1.81,29.8,2.0,0.0%,57.9%,6.1%,78.8%,51.7%,48.1%
2025 Wuhan R64,W vs Vekic,1.16,1.96,35.2,2.0,11.5%,80.8%,4.2%,54.2%,48.0%,60.9%
2025 Wimbledon SF,L vs Swiatek,0.80,0.42,31.7,2.0,0.0%,40.9%,0.0%,47.6%,29.2%,30.0%
2025 Wimbledon QF,W vs Andreeva,1.03,1.26,69.2,2.4,0.0%,62.2%,2.6%,74.4%,36.7%,42.2%
2025 Wimbledon R64,W vs Jacquemot,0.96,1.26,60.9,4.1,0.0%,64.1%,0.0%,60.0%,37.8%,61.9%
2025 Madrid R64,W vs Tauson,1.16,1.24,62.6,3.0,0.0%,67.5%,7.7%,64.1%,41.2%,31.0%
2025 Charleston R32,L vs Kenin,0.93,0.63,46.6,2.2,0.0%,45.5%,4.8%,38.1%,42.4%,35.5%
2025 Indian Wells QF,L vs Keys,0.90,0.58,35.1,2.0,0.0%,40.7%,0.0%,36.0%,37.5%,41.7%
2025 Indian Wells R16,W vs Gauff,1.20,1.19,66.8,4.1,0.0%,80.4%,0.0%,46.5%,34.8%,36.6%
2025 Indian Wells R32,W vs Shnaider,1.03,1.33,53.5,2.7,0.0%,65.6%,3.3%,46.7%,61.8%,50.0%
2025 Abu Dhabi F,W vs Krueger,0.92,1.23,62.2,4.4,4.3%,50.0%,0.0%,65.1%,63.0%,50.0%
2025 Abu Dhabi SF,W vs Rybakina,1.15,1.30,53.3,4.4,4.7%,69.8%,0.0%,56.8%,42.6%,39.0%
2025 Australian Open R16,L vs Gauff,1.07,0.82,65.0,4.1,0.0%,45.5%,2.4%,61.0%,36.5%,35.4%
2026 (3 matches),,0.97,1.61,47.4,2.6,3.3%,71.1%,2.4%,66.7%,49.0%,54.1%
2025 (18 matches),,1.04,1.10,55.8,2.7,2.6%,60.5%,4.0%,57.6%,43.8%,42.5%
2023 (18 matches),,1.07,1.09,56.8,2.8,5.2%,59.5%,2.4%,58.8%,39.5%,44.6%
2022 (13 matches),,0.98,1.04,64.1,3.0,3.9%,58.4%,4.3%,58.8%,42.1%,46.0%
2021 (23 matches),,1.01,1.10,56.3,2.6,3.8%,59.7%,5.3%,60.4%,44.8%,42.5%
Career (325 matches),,1.02,1.09,58.4,2.7,3.5%,59.5%,3.8%,57.2%,44.4%,44.2%
