Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,351,218,133,62.1%,471-323,59.3%,3951-3493,53.1%,47-33,58.8%,313,71.3%,34.6%,4.1%,6.2%,61.9%,67.1%,46.0%,59.0%,43.3%,51.1%,1.06
Clay,85,48,37,56.5%,109-91,54.5%,969-910,51.6%,14-9,60.9%,83,69.6%,33.2%,3.3%,4.9%,62.4%,66.4%,46.1%,58.8%,43.3%,51.0%,1.05
Grass,75,51,24,68.0%,106-65,62.0%,882-781,53.0%,20-8,71.4%,75,77.0%,29.9%,4.1%,4.8%,64.4%,69.2%,47.3%,61.4%,41.9%,51.5%,1.08
Grand Slams,104,67,37,64.4%,142-95,59.9%,1173-1064,52.4%,19-5,79.2%,103,70.3%,34.4%,3.7%,5.5%,62.4%,66.1%,45.7%,58.4%,44.1%,51.2%,1.06
Premiers,221,137,84,62.0%,297-209,58.7%,2528-2257,52.8%,34-22,60.7%,209,72.8%,33.1%,4.0%,6.0%,62.0%,67.8%,47.1%,60.0%,42.8%,51.3%,1.07
Internationals,82,49,33,59.8%,106-78,57.6%,925-834,52.6%,16-12,57.1%,70,72.6%,32.5%,4.7%,6.0%,62.7%,68.5%,44.1%,59.4%,42.5%,50.8%,1.05
Finals,21,11,10,52.4%,23-28,45.1%,237-233,50.4%,3-3,50.0%,17,70.7%,32.5%,4.3%,6.1%,63.5%,67.6%,46.4%,59.9%,42.1%,50.8%,1.05
Semi-finals,31,20,11,64.5%,43-30,58.9%,374-361,50.9%,10-6,62.5%,26,72.0%,29.9%,4.8%,5.6%,64.2%,67.8%,45.9%,60.0%,40.8%,50.3%,1.02
Quarter-finals,58,31,27,53.4%,70-64,52.2%,652-625,51.1%,12-7,63.2%,51,71.5%,29.4%,4.0%,5.5%,63.2%,65.9%,46.8%,58.9%,42.5%,50.6%,1.03
vs Righties,454,277,177,61.0%,599-433,58.0%,5104-4639,52.4%,74-45,62.2%,419,71.7%,33.1%,3.9%,5.7%,62.3%,67.2%,46.2%,59.3%,43.0%,51.0%,1.06
vs Lefties,53,37,16,69.8%,80-44,64.5%,651-519,55.6%,7-5,58.3%,48,74.1%,35.8%,3.9%,5.6%,64.0%,68.1%,46.8%,60.4%,43.0%,51.8%,1.09
vs Top 10,85,41,44,48.2%,92-101,47.7%,895-967,48.1%,16-15,51.6%,80,68.1%,28.2%,3.2%,5.6%,62.4%,64.8%,44.9%,57.3%,40.4%,48.9%,0.95
