Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,25,11,69.4%,56-28,66.7%,444-340,56.6%,3-4,42.9%,30,75.6%,36.7%,3.0%,4.0%,64.5%,67.2%,48.8%,60.7%,44.2%,52.6%,1.12
Clay,9,5,4,55.6%,11-9,55.0%,96-93,50.8%,2-1,66.7%,9,66.7%,34.4%,2.4%,4.4%,69.9%,65.4%,37.1%,56.9%,42.8%,49.9%,0.99
Grass,7,5,2,71.4%,10-6,62.5%,76-74,50.7%,4-0,100.0%,7,73.6%,25.7%,1.2%,2.5%,69.1%,63.7%,53.3%,60.5%,41.2%,50.5%,1.04
Grand Slams,10,7,3,70.0%,15-8,65.2%,117-97,54.7%,4-0,100.0%,10,76.0%,32.1%,2.2%,2.9%,67.8%,65.5%,51.6%,61.0%,42.6%,51.7%,1.09
Premiers,9,6,3,66.7%,13-9,59.1%,108-105,50.7%,1-0,100.0%,9,69.2%,32.4%,4.1%,4.3%,63.4%,67.0%,44.1%,58.7%,43.4%,50.8%,1.05
Internationals,8,7,1,87.5%,14-2,87.5%,92-52,63.9%,1-0,100.0%,2,88.9%,47.1%,4.8%,1.9%,71.4%,69.3%,70.0%,69.5%,47.8%,58.2%,1.57
Finals,2,2,0,100.0%,4-1,80.0%,27-14,65.9%,0-0,-,1,100.0%,37.5%,8.7%,0.0%,68.1%,78.7%,40.9%,66.7%,45.1%,57.5%,1.35
Semi-finals,3,2,1,66.7%,4-4,50.0%,35-41,46.1%,2-0,100.0%,2,66.7%,13.6%,7.5%,3.0%,65.7%,67.0%,45.7%,59.7%,34.5%,46.9%,0.86
Quarter-finals,7,3,4,42.9%,9-7,56.3%,81-79,50.6%,2-0,100.0%,5,68.1%,28.2%,2.1%,3.7%,68.2%,64.3%,42.5%,57.4%,42.5%,49.7%,1.00
vs Righties,48,31,17,64.6%,69-42,62.2%,562-473,54.3%,7-5,58.3%,42,73.8%,33.2%,2.7%,3.9%,66.0%,66.5%,47.5%,60.0%,43.0%,51.6%,1.08
vs Lefties,4,4,0,100.0%,8-1,88.9%,54-34,61.4%,2-0,100.0%,4,71.4%,50.0%,2.4%,3.8%,67.7%,64.6%,47.3%,59.0%,48.5%,53.9%,1.18
vs Top 10,12,4,8,33.3%,12-17,41.4%,131-146,47.3%,2-3,40.0%,10,65.2%,25.2%,1.7%,3.5%,67.0%,62.4%,42.3%,55.7%,39.6%,48.0%,0.90
