Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,34,22,12,64.7%,5,4,1,80.0%,2014,2026,R16,34,1.06,4.5%,6.1%,60.9%,65.5%,45.6%,57.7%,44.6%,52.6%,49.3%
Roland Garros,7,Clay,14,7,7,50.0%,1,1,0,100.0%,2014,2023,R32,14,1.00,1.5%,5.2%,63.7%,60.4%,41.9%,53.7%,46.4%,55.8%,50.4%
Wimbledon,9,Grass,28,19,9,67.9%,11,9,2,81.8%,2014,2025,SF,28,1.08,3.5%,4.4%,65.1%,67.1%,47.0%,60.1%,43.0%,58.6%,43.3%
US Open,9,Hard,31,22,9,71.0%,7,5,2,71.4%,2014,2025,SF,30,1.12,4.8%,6.1%,60.1%,69.2%,47.3%,60.4%,44.2%,56.4%,42.2%
Olympics,1,,6,6,0,100.0%,1,1,0,100.0%,2021,2021,W,0,,,,,,,,,,
Fed Cup,7,,13,8,5,61.5%,2,1,1,50.0%,2014,2020,,10,1.09,4.6%,5.3%,65.3%,71.2%,46.8%,62.7%,40.8%,57.1%,45.8%
Miami,10,Hard,23,13,10,56.5%,4,1,3,25.0%,2013,2026,SF,23,1.11,4.0%,5.1%,65.0%,66.7%,48.2%,60.2%,44.1%,67.8%,50.0%
Indian Wells,10,Hard,25,15,10,60.0%,4,2,2,50.0%,2014,2026,SF,25,1.08,2.9%,6.2%,60.4%,65.2%,47.2%,58.1%,45.2%,50.9%,50.0%
Dubai,8,Hard,18,11,7,61.1%,6,4,2,66.7%,2015,2026,W,18,1.02,3.4%,6.0%,62.1%,64.7%,47.0%,58.0%,42.7%,57.3%,46.0%
United Cup,3,Hard,9,7,2,77.8%,3,2,1,66.7%,2023,2026,W,3,0.83,3.0%,5.6%,60.9%,59.2%,41.6%,52.3%,39.6%,45.5%,53.8%
Tokyo,6,Hard,15,10,5,66.7%,3,2,1,66.7%,2013,2025,W,10,1.05,5.1%,4.7%,64.3%,66.9%,45.9%,59.4%,42.7%,53.9%,44.6%
Wuhan,5,Hard,7,2,5,28.6%,1,0,1,0.0%,2015,2025,R16,5,0.94,3.3%,7.3%,63.1%,66.5%,39.7%,56.6%,40.8%,56.4%,51.6%
