Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,W vs Anisimova,30.2%,39.6%,58.3%,30.4%,41.3%,62.5%,35.0%,34.6%,100.0%,33.3%,33.3%,25.0%,25.0%,50.0%,-,68
2026 United Cup F,W vs Swiatek,26.8%,42.3%,54.0%,30.0%,50.0%,60.0%,33.3%,46.2%,100.0%,21.1%,26.3%,40.0%,11.1%,60.0%,0.0%,11
2026 United Cup QF,W vs Sierra,52.0%,58.0%,50.0%,61.1%,69.4%,71.4%,35.3%,15.8%,33.3%,33.3%,33.3%,12.5%,20.0%,85.7%,-,68
2025 Hong Kong R16,W vs Wang,41.0%,53.8%,72.7%,41.4%,58.6%,76.5%,43.8%,38.5%,-,44.4%,44.4%,60.0%,0.0%,62.5%,-,17
2025 Tokyo F,W vs Noskova,27.5%,44.9%,54.0%,27.7%,53.2%,70.6%,26.1%,33.3%,71.4%,27.3%,27.3%,18.8%,10.0%,33.3%,100.0%,-104
2025 Tokyo SF,W vs Kenin,29.7%,44.0%,55.7%,31.1%,50.8%,61.9%,51.7%,31.3%,50.0%,29.6%,33.3%,42.1%,9.1%,12.5%,50.0%,17
2025 Ningbo QF,L vs Paolini,16.0%,30.2%,45.8%,22.8%,43.9%,52.3%,35.0%,48.6%,44.4%,9.3%,16.3%,38.5%,23.1%,64.7%,100.0%,-25
2025 Ningbo R32,W vs Linette,31.0%,43.7%,60.5%,41.3%,58.7%,70.4%,36.4%,20.8%,33.3%,15.8%,21.1%,43.8%,28.6%,41.7%,100.0%,19
2025 Wuhan R64,W vs Vekic,42.0%,54.0%,48.1%,44.1%,58.8%,52.6%,15.8%,26.7%,-,42.9%,50.0%,37.5%,20.0%,11.1%,50.0%,47
2025 Wimbledon SF,L vs Swiatek,9.3%,18.6%,39.5%,7.4%,14.8%,48.0%,57.1%,7.7%,0.0%,13.3%,26.7%,23.1%,33.3%,11.1%,0.0%,-28
2025 Wimbledon QF,W vs Andreeva,29.8%,39.3%,56.1%,30.6%,43.5%,60.5%,42.3%,36.1%,50.0%,30.0%,30.0%,42.9%,50.0%,16.7%,-,6
2025 Wimbledon R64,W vs Jacquemot,13.5%,28.4%,56.3%,9.1%,27.3%,62.0%,75.0%,54.8%,100.0%,26.3%,31.6%,35.7%,44.4%,40.0%,0.0%,-104
2025 Madrid R64,W vs Tauson,27.8%,40.5%,55.6%,30.9%,47.3%,57.9%,42.3%,51.7%,75.0%,23.8%,28.6%,50.0%,33.3%,41.7%,100.0%,47
2025 Charleston R32,L vs Kenin,20.9%,25.6%,29.0%,32.0%,40.0%,47.1%,64.3%,36.4%,33.3%,6.7%,6.7%,7.1%,16.7%,77.8%,75.0%,-55
2025 Indian Wells QF,L vs Keys,19.2%,25.0%,26.3%,32.3%,35.5%,19.0%,29.4%,50.0%,40.0%,0.0%,11.8%,35.3%,14.3%,80.0%,66.7%,-119
2025 Indian Wells R16,W vs Gauff,24.7%,29.2%,54.7%,30.8%,35.4%,55.6%,56.3%,33.3%,-,9.5%,14.3%,52.6%,44.4%,33.3%,0.0%,-23
2025 Indian Wells R32,W vs Shnaider,21.0%,35.5%,47.8%,23.7%,44.7%,62.1%,80.0%,38.9%,0.0%,19.0%,23.8%,23.5%,66.7%,16.7%,33.3%,47
2025 Abu Dhabi F,W vs Krueger,13.5%,21.3%,52.7%,15.6%,23.4%,48.1%,54.3%,44.8%,83.3%,9.1%,18.2%,65.0%,16.7%,31.3%,0.0%,-27
2025 Abu Dhabi SF,W vs Rybakina,18.8%,31.3%,59.0%,25.0%,42.3%,66.7%,40.0%,44.4%,33.3%,8.3%,12.5%,45.5%,20.0%,57.1%,0.0%,-36
2025 Australian Open R16,L vs Gauff,18.8%,24.7%,42.6%,20.4%,25.9%,44.2%,54.5%,40.6%,66.7%,16.7%,23.3%,40.0%,61.1%,33.3%,0.0%,-65
Last 52 Weeks (14 matches),,27.4%,39.8%,52.5%,30.6%,47.0%,60.6%,42.2%,36.9%,51.0%,23.0%,27.2%,34.8%,24.1%,41.4%,57.9%,28
Career (129 matches),,23.5%,32.6%,49.5%,28.9%,40.6%,53.7%,56.1%,40.8%,43.2%,17.3%,22.6%,42.3%,48.0%,28.9%,24.7%,49
