Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R16,L vs Cirstea,91.6,98.3,6.3,102.0,96.5,108,86,82.4,4.9,87.8,78.0,95,75
2023 US Open R32,W vs Zhu,88.5,94.5,9.4,96.7,91.6,110,76,76.8,4.2,77.9,82.0,84,67
2023 US Open R64,W vs Miyazaki,91.7,99.2,6.6,102.2,96.0,109,85,82.4,6.9,82.8,,94,70
2023 US Open R128,W vs Rakhimova,90.1,97.5,7.4,99.6,95.0,108,82,80.1,5.4,81.5,84.0,90,70
2023 Wimbledon R16,L vs Swiatek,96.6,101.1,5.2,103.7,99.3,110,89,86.2,3.8,89.3,85.0,93,78
2023 Wimbledon R64,W vs Collins,92.5,97.4,7.5,99.1,96.9,109,67,82.9,6.5,89.5,79.5,94,71
2023 Wimbledon R128,W vs Swan,90.7,96.5,6.6,100.1,95.9,108,79,80.5,6.0,84.6,72.0,89,65
2022 US Open R32,L vs Pliskova,95.4,101.6,6.7,104.6,98.8,111,79,83.2,6.4,85.9,84.3,100,68
2022 US Open R64,W vs Cirstea,95.2,100.7,8.7,105.3,98.6,111,63,84.9,5.5,87.3,80.5,95,71
2022 US Open R128,W vs Petkovic,89.6,93.3,9.3,97.3,92.2,108,71,79.5,5.0,75.5,85.0,89,71
2022 Wimbledon R128,L vs Wang,93.4,96.6,8.5,96.9,97.8,109,66,84.3,4.8,85.3,83.0,93,73
2021 US Open QF,L vs Raducanu,95.3,100.9,7.3,102.3,103.6,111,87,83.7,4.9,84.0,83.7,90,70
2021 US Open R16,W vs Swiatek,92.0,99.8,7.7,102.5,98.7,113,85,81.5,6.0,81.6,85.5,96,72
2021 US Open R32,W vs Pegula,98.7,101.8,5.9,103.5,101.9,110,88,85.4,4.5,,82.0,93,77
2021 US Open R64,W vs Trevisan,97.4,99.0,8.8,100.9,95.7,111,80,87.8,3.7,,,93,82
2021 US Open R128,W vs Rus,93.6,97.8,8.2,100.4,96.4,112,84,80.1,3.4,85.0,,85,75
2021 Wimbledon R128,L vs Juvan,95.3,102.0,6.3,104.7,96.5,111,89,85.6,6.1,89.3,85.0,105,75
2019 US Open SF,L vs Andreescu,94.3,99.3,5.8,103.7,95.3,109,85,86.3,5.9,91.0,82.0,107,79
2019 US Open QF,W vs Vekic,96.3,100.7,6.0,103.2,97.1,108,87,88.1,2.0,88.0,89.3,91,84
2019 US Open R16,W vs Osaka,96.4,100.4,5.2,102.2,99.6,109,91,87.8,2.5,87.0,87.0,93,83
Career (58 matches),,91.4,96.6,7.6,100.8,96.4,113,63,81.5,4.4,85.0,84.1,107,60
