Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,17,15,53.1%,40-38,51.3%,390-366,51.6%,7-9,43.8%,32,71.0%,32.3%,2.3%,5.0%,65.4%,65.8%,44.9%,58.5%,42.5%,50.6%,1.02
Clay,16,10,6,62.5%,23-13,63.9%,184-142,56.4%,3-1,75.0%,16,69.9%,42.1%,1.4%,4.3%,66.8%,62.4%,49.5%,58.1%,46.6%,52.5%,1.11
Grass,8,4,4,50.0%,10-9,52.6%,88-87,50.3%,2-0,100.0%,8,72.4%,26.7%,2.4%,3.7%,62.0%,65.5%,51.9%,60.3%,41.7%,50.4%,1.05
Grand Slams,8,4,4,50.0%,9-10,47.4%,95-97,49.5%,2-2,50.0%,8,65.2%,34.4%,2.7%,4.0%,62.6%,61.7%,48.0%,56.5%,43.4%,49.6%,1.00
Premiers,28,18,10,64.3%,40-28,58.8%,345-300,53.5%,6-5,54.5%,28,73.0%,33.3%,2.3%,4.8%,65.8%,66.0%,48.8%,60.1%,43.2%,51.5%,1.08
Finals,1,1,0,100.0%,2-1,66.7%,16-13,55.2%,0-0,-,1,80.0%,28.6%,7.3%,3.1%,69.8%,65.7%,58.6%,63.5%,44.2%,53.9%,1.21
Semi-finals,3,1,2,33.3%,2-4,33.3%,25-33,43.1%,1-0,100.0%,3,67.9%,17.2%,1.6%,3.6%,70.3%,60.0%,50.9%,57.3%,37.6%,46.8%,0.88
Quarter-finals,6,3,3,50.0%,9-8,52.9%,80-81,49.7%,3-0,100.0%,6,67.1%,30.4%,2.2%,4.6%,66.7%,62.7%,48.9%,58.1%,43.0%,50.6%,1.03
vs Righties,50,26,24,52.0%,62-58,51.7%,584-538,52.0%,8-10,44.4%,50,70.4%,33.8%,2.3%,4.5%,65.8%,64.4%,47.0%,58.4%,43.2%,50.9%,1.04
vs Lefties,4,3,1,75.0%,7-2,77.8%,51-37,58.0%,1-0,100.0%,4,76.1%,36.6%,1.0%,7.0%,59.7%,68.1%,48.8%,60.3%,43.8%,52.4%,1.10
vs Top 10,7,0,7,0.0%,5-14,26.3%,79-109,42.0%,3-2,60.0%,7,61.5%,21.7%,1.3%,3.5%,68.5%,57.5%,48.2%,54.6%,40.7%,47.5%,0.90
