Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Charleston,Clay,QF,19,5,(1) Jessica Pegula [USA] d. (7) Shnaider,3-6 6-3 6-2,0.83,1.0%,6.1%,63.6%,58.7%,47.2%,12/17,2:10
30-Mar-2026,Charleston,Clay,R16,19,24,(7) Shnaider d. (9) Leylah Fernandez [CAN],6-3 6-0,1.62,2.0%,5.9%,64.7%,75.8%,55.6%,2/2,1:25
30-Mar-2026,Charleston,Clay,R32,19,86,(7) Shnaider d. Katie Volynets [USA],7-5 7-5,1.10,1.1%,4.3%,67.0%,49.2%,48.4%,3/9,2:22
17-Mar-2026,Miami,Hard,R32,20,12,(12) Belinda Bencic [SUI] d. (20) Shnaider,6-3 6-3,0.79,0.0%,7.4%,74.1%,72.5%,21.4%,1/4,1:24
17-Mar-2026,Miami,Hard,R64,20,49,(20) Shnaider d. Tereza Valentova [CZE],7-6(7) 7-6(3),1.10,0.0%,5.6%,57.3%,74.5%,42.1%,3/6,2:19
04-Mar-2026,Indian Wells,Hard,R64,20,38,Sorana Cirstea [ROU] d. (21) Shnaider,6-2 7-6(0),0.72,0.0%,7.2%,68.1%,76.6%,31.8%,6/8,1:32
15-Feb-2026,Dubai,Hard,R32,21,20,(16) Iva Jovic [USA] d. Shnaider,6-4 1-6 6-0,0.81,3.3%,2.2%,68.5%,57.1%,34.5%,10/15,1:46
15-Feb-2026,Dubai,Hard,R64,21,28,Shnaider d. Maya Joint [AUS],6-4 6-1,1.32,2.0%,9.8%,60.8%,74.2%,35.0%,0/2,1:09
08-Feb-2026,Doha,Hard,R64,21,77,(Q) Alycia Parks [USA] d. (15) Shnaider,1-6 6-4 7-6(5),1.10,0.0%,0.0%,69.2%,71.6%,47.2%,13/15,2:32
19-Jan-2026,Australian Open,Hard,R32,22,12,(12) Elina Svitolina [UKR] d. (23) Shnaider,7-6(4) 6-3,0.82,0.0%,4.8%,58.7%,59.5%,38.5%,1/6,1:33
19-Jan-2026,Australian Open,Hard,R64,22,119,(23) Shnaider d. (WC) Talia Gibson [AUS],3-6 7-5 6-3,1.12,7.3%,4.2%,61.5%,66.1%,45.9%,6/11,2:13
19-Jan-2026,Australian Open,Hard,R128,22,58,(23) Shnaider d. Barbora Krejcikova [CZE],2-6 6-3 6-3,1.04,3.4%,4.6%,66.7%,63.8%,51.7%,7/10,2:12
12-Jan-2026,Adelaide,Hard,SF,23,8,(3) Mirra Andreeva [RUS] d. (9) Shnaider,6-3 6-2,0.70,0.0%,1.6%,77.0%,48.9%,35.7%,5/10,1:24
12-Jan-2026,Adelaide,Hard,QF,23,15,(9) Shnaider d. (6) Emma Navarro [USA],6-3 6-3,1.42,7.0%,7.0%,71.9%,73.2%,50.0%,3/4,1:18
12-Jan-2026,Adelaide,Hard,R16,23,46,(9) Shnaider d. (LL) Katerina Siniakova [CZE],6-1 2-6 7-5,1.12,2.4%,7.1%,58.8%,68.0%,51.4%,1/5,1:52
12-Jan-2026,Adelaide,Hard,R32,23,22,(9) Shnaider d. Leylah Fernandez [CAN],7-5 6-3,1.24,2.8%,9.9%,57.7%,85.4%,50.0%,3/3,1:37
04-Jan-2026,Brisbane,Hard,R16,21,7,(5) Madison Keys [USA] d. (12) Shnaider,6-7(5) 7-6(5) 7-6(4),1.00,0.8%,3.2%,71.8%,62.9%,45.7%,5/9,2:59
04-Jan-2026,Brisbane,Hard,R32,21,55,(12) Shnaider d. Anastasia Potapova [RUS],6-1 6-3,1.62,6.9%,8.6%,69.0%,80.0%,33.3%,6/7,1:17
20-Oct-2025,Tokyo,Hard,R16,19,38,Anna Kalinskaya [RUS] d. (7) Shnaider,7-6(4) 2-6 7-6(5),1.07,2.8%,4.6%,71.6%,66.7%,41.9%,3/7,2:42
20-Oct-2025,Tokyo,Hard,R32,19,28,(7) Shnaider d. Dayana Yastremska [UKR],6-3 6-1,1.41,2.0%,4.1%,61.2%,63.3%,52.6%,1/3,1:04
