Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Dubai R32,L vs Jovic,20.7%,31.5%,38.0%,23.8%,36.5%,43.8%,37.5%,38.7%,55.6%,14.8%,22.2%,26.1%,8.3%,53.3%,100.0%,-21
2026 Dubai R64,W vs Joint,19.6%,27.5%,55.6%,29.0%,41.9%,63.6%,14.3%,52.9%,-,6.7%,6.7%,42.9%,0.0%,50.0%,-,-61
2026 Australian Open R32,L vs Svitolina,15.9%,23.8%,44.0%,18.9%,32.4%,50.0%,15.4%,41.7%,25.0%,13.0%,13.0%,35.0%,0.0%,40.0%,-,14
2026 Australian Open R64,W vs Gibson,26.0%,35.4%,46.3%,28.8%,42.4%,52.4%,25.0%,29.0%,16.7%,24.2%,27.3%,36.0%,0.0%,36.8%,100.0%,27
2026 Adelaide SF,L vs Andreeva,13.1%,18.0%,38.5%,12.8%,19.1%,41.5%,23.8%,57.7%,42.9%,15.4%,15.4%,27.3%,0.0%,20.0%,33.3%,-18
2025 Tokyo R16,L vs Kalinskaya,22.0%,28.4%,51.2%,28.2%,37.2%,53.6%,18.4%,45.0%,40.0%,7.7%,7.7%,45.8%,14.3%,5.3%,0.0%,-44
2025 Ningbo SF,L vs Alexandrova,28.3%,32.1%,37.1%,29.4%,32.4%,33.3%,27.8%,43.8%,0.0%,31.3%,37.5%,45.5%,16.7%,50.0%,50.0%,87
2025 Monterrey F,W vs Alexandrova,36.5%,39.6%,44.8%,41.8%,44.8%,41.0%,31.3%,48.6%,20.0%,26.9%,30.8%,52.6%,0.0%,0.0%,0.0%,21
2025 Bad Homburg R32,L vs Vekic,26.0%,38.0%,44.4%,30.3%,48.5%,47.8%,18.8%,35.3%,0.0%,18.8%,18.8%,38.5%,0.0%,22.2%,50.0%,-33
2025 Rome QF,L vs Paolini,16.5%,29.6%,42.9%,13.5%,29.7%,45.3%,16.1%,67.4%,69.2%,25.0%,33.3%,37.0%,5.3%,58.8%,75.0%,43
2025 Indian Wells R32,L vs Bencic,15.2%,24.2%,35.8%,17.4%,28.3%,31.6%,33.3%,31.8%,42.9%,11.8%,17.6%,46.7%,0.0%,40.0%,50.0%,-4
2025 Indian Wells R64,W vs Parks,31.4%,39.2%,51.5%,36.4%,48.5%,66.7%,17.6%,43.8%,50.0%,25.0%,25.0%,25.0%,16.7%,20.0%,100.0%,30
2025 Doha R64,L vs Parks,25.0%,34.7%,43.4%,23.3%,32.6%,51.5%,31.6%,58.3%,66.7%,28.6%,39.3%,30.0%,15.4%,26.7%,0.0%,-62
2025 Australian Open R32,L vs Vekic,18.9%,32.8%,50.5%,21.6%,36.5%,55.2%,11.4%,20.5%,25.0%,16.7%,31.0%,42.9%,15.8%,56.5%,0.0%,47
2024 Hong Kong F,W vs Boulter,36.4%,50.0%,59.3%,34.4%,46.9%,61.9%,37.5%,43.8%,-,45.5%,63.6%,50.0%,0.0%,71.4%,-,-104
2024 Hong Kong SF,W vs Fernandez,14.5%,27.4%,54.9%,18.4%,23.7%,51.6%,25.0%,33.3%,100.0%,9.1%,36.4%,60.0%,40.0%,8.3%,0.0%,-23
2024 Hong Kong R32,W vs Okamura,26.5%,49.0%,64.7%,32.3%,61.3%,71.4%,30.0%,33.3%,-,18.8%,31.3%,53.8%,11.1%,28.6%,-,-33
2024 Tokyo SF,L vs Zheng,20.5%,27.4%,46.3%,26.1%,32.6%,50.0%,13.0%,91.3%,100.0%,13.0%,21.7%,40.0%,9.1%,83.3%,100.0%,9
2024 Wuhan R64,L vs Fernandez,21.3%,33.3%,48.1%,20.5%,35.6%,50.0%,28.1%,43.9%,57.1%,29.6%,37.0%,42.1%,54.5%,12.5%,25.0%,144
2024 US Open R16,L vs Pegula,20.0%,28.6%,41.5%,27.3%,34.1%,43.8%,22.7%,31.8%,50.0%,8.7%,21.7%,38.1%,36.4%,33.3%,50.0%,-30
Last 52 Weeks (10 matches),,22.6%,30.8%,44.3%,25.6%,36.3%,47.0%,23.9%,47.1%,43.1%,19.0%,22.5%,38.5%,3.8%,33.6%,52.6%,43
Career (38 matches),,21.8%,31.9%,47.5%,25.3%,37.3%,50.0%,24.2%,49.8%,50.0%,17.5%,25.0%,43.1%,12.5%,46.0%,50.6%,22
