Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,5,5,50.0%,11-10,52.4%,86-95,47.5%,1-0,100.0%,10,47.3%,47.2%,0.7%,6.3%,60.1%,52.8%,45.6%,49.9%,49.5%,49.7%,0.99,SF (W35 Sabadell)
2025,42,18,24,42.9%,38-50,43.2%,385-407,48.6%,3-3,50.0%,42,55.5%,41.0%,1.0%,9.7%,58.5%,62.6%,38.9%,52.8%,45.8%,49.3%,0.97,F (W35 Seville)
2024,47,25,22,53.2%,58-51,53.2%,497-495,50.1%,7-1,87.5%,1,33.3%,33.3%,5.3%,12.3%,40.4%,52.2%,26.5%,36.8%,46.6%,42.3%,0.74,W (W50 Bytom)
2023,37,14,23,37.8%,33-51,39.3%,343-426,44.6%,4-1,80.0%,0,,,,,,,,,,,,SF (W25 Getxo)
2022,43,21,22,48.8%,47-51,48.0%,449-453,49.8%,2-8,20.0%,0,,,,,,,,,,,,QF (7x)
2021,21,7,14,33.3%,18-30,37.5%,196-235,45.5%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 Antalya)
2020,24,11,13,45.8%,27-26,50.9%,233-236,49.7%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 Palmanova)
2019,15,3,12,20.0%,11-24,31.4%,135-185,42.2%,1-2,33.3%,0,,,,,,,,,,,,R16 (3x)
2018,28,14,14,50.0%,31-32,49.2%,282-266,51.5%,1-3,25.0%,0,,,,,,,,,,,,F (Ceuta $15K)
2017,18,9,9,50.0%,21-19,52.5%,185-179,50.8%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
2016,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,0,,,,,,,,,,,,R32 (Benicarlo $10K)
2015,4,1,3,25.0%,2-6,25.0%,26-38,40.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Vall de Uxo $10K)
Career,290,128,162,44.1%,297-352,45.8%,2822-3028,48.2%,24-23,51.1%,53,53.6%,42.0%,1.0%,9.1%,58.5%,60.6%,39.8%,52.0%,46.5%,49.2%,0.97,
