Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R32,L vs Otte,100.7,108.1,5.3,110.7,106.4,119,98,89.0,4.3,90.6,85.7,97,79
2021 US Open R64,W vs Hurkacz,98.8,107.9,6.6,111.3,104.0,117,82,84.7,5.3,88.3,83.5,97,75
2021 US Open R128,W vs Fucsovics,100.4,109.2,10.9,110.7,106.5,124,63,88.0,8.3,91.9,90.5,115,75
2020 US Open R128,L vs Tiafoe,103.0,111.0,7.3,113.7,107.7,121,79,86.2,6.9,85.4,95.3,99,67
2019 Wimbledon R64,L vs Pella,104.6,113.6,5.1,117.0,110.9,121,102,90.2,3.6,91.4,90.3,99,83
2019 Roland Garros R128,L vs Fognini,100.7,108.9,6.2,,,120,86,87.4,5.7,,,98,76
2018 US Open R64,L vs Shapovalov,100.5,110.6,5.5,113.5,106.3,122,92,88.0,3.9,90.4,87.9,97,78
2018 US Open R128,W vs Querrey,101.5,110.1,4.4,112.3,107.3,119,101,87.7,3.7,90.3,88.3,96,80
2018 Wimbledon R64,L vs Anderson,107.1,113.6,5.5,115.6,110.8,122,92,93.5,4.5,97.0,93.2,106,83
2017 Australian Open R16,L vs Wawrinka,104.6,113.6,5.7,116.1,110.9,123,88,89.3,6.6,91.7,88.0,105,74
2017 Australian Open R32,W vs Darcis,100.3,111.4,4.8,113.7,108.6,121,101,85.3,4.8,88.5,86.6,98,71
2017 Australian Open R64,W vs Kyrgios,102.3,112.9,4.8,115.1,110.4,121,102,87.3,4.4,90.5,87.7,98,78
2016 US Open R64,L vs Nadal,99.4,113.4,5.2,116.0,110.8,123,103,86.4,4.3,84.9,88.3,94,79
2016 Wimbledon R64,L vs Raonic,102.2,111.3,5.9,114.0,108.4,122,95,92.4,5.1,93.9,92.8,105,82
2016 Australian Open R32,L vs Djokovic,104.1,115.2,5.0,,,124,102,89.3,4.9,,,97,78
2016 Australian Open R64,W vs Kudla,101.4,113.4,4.8,,,123,103,86.4,5.9,,,98,72
2015 US Open R32,L vs Djokovic,100.5,112.8,4.8,,,123,103,85.8,5.2,,,95,75
2015 US Open R64,W vs Gabashvili,103.6,115.4,8.0,,,126,65,89.7,5.8,,,118,82
2015 Wimbledon R32,L vs Murray,106.7,115.4,4.9,,,125,104,92.1,4.3,,,101,85
2015 Wimbledon R128,W vs Klein,106.0,114.9,4.7,,,122,104,91.5,2.8,,,98,85
Career (42 matches),,102.2,112.6,5.5,113.8,108.4,126,63,88.4,5.1,90.6,89.1,118,61
