Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
10-Feb-2020,New York,Hard,F,98,62,(8) Kyle Edmund [GBR] d. Seppi,7-5 6-1,0.37,6.2%,3.1%,67.7%,65.9%,33.3%,4/7,1:21
07-Jan-2019,Sydney,Hard,F,37,29,(5) Alex De Minaur [AUS] d. (8) Seppi,7-5 7-6(5),0.91,5.4%,3.3%,52.2%,64.6%,54.5%,9/12,2:05
15-Jun-2015,Halle,Grass,F,45,2,(1) Roger Federer [SUI] d. Seppi,7-6(1) 6-4,0.72,1.2%,1.2%,61.9%,65.4%,56.3%,4/5,1:48
02-Feb-2015,Zagreb,Hard,F,40,33,(3) Guillermo Garcia Lopez [ESP] d. (5) Seppi,7-6(4) 6-3,0.91,6.7%,1.7%,48.3%,65.5%,64.5%,3/5,1:37
15-Oct-2012,Moscow,Hard,F,25,41,(2) Seppi d. (4) Thomaz Bellucci [BRA],3-6 7-6(3) 6-3,1.33,2.6%,1.3%,69.2%,68.5%,70.8%,0/3,2:26
17-Sep-2012,Metz,Hard,F,28,7,(1) Jo Wilfried Tsonga [FRA] d. (5) Seppi,6-1 6-2,0.32,2.9%,5.7%,57.1%,60.0%,40.0%,2/6,0:50
18-Jun-2012,Eastbourne,Grass,F,26,33,(6) Andy Roddick [USA] d. (3) Seppi,6-3 6-2,0.68,1.7%,1.7%,81.0%,46.8%,36.4%,6/11,1:12
30-Apr-2012,Belgrade,Clay,F,46,96,(2) Seppi d. Benoit Paire [FRA],6-3 6-2,1.93,2.4%,2.4%,68.3%,75.0%,69.2%,1/2,1:11
12-Jun-2011,Eastbourne,Grass,F,51,30,Seppi d. (3) Janko Tipsarevic [SRB],7-6(5) 3-6 5-3 RET,1.10,4.4%,1.1%,63.7%,74.1%,39.4%,2/7,2:35
09-Jul-2007,Gstaad,Clay,F,111,28,(5) Paul Henri Mathieu [FRA] d. Seppi,6-7(1) 6-4 7-5,0.90,5.9%,3.0%,57.4%,77.6%,39.5%,3/8,2:41
