Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,416,189,227,45.4%,497-598,45.4%,5316-5603,48.7%,87-104,45.5%,403,76.3%,21.5%,6.7%,3.6%,57.1%,71.3%,50.0%,62.1%,36.7%,49.4%,0.97
Clay,268,132,136,49.3%,339-354,48.9%,3288-3360,49.5%,45-46,49.5%,247,73.0%,25.9%,4.6%,3.3%,58.2%,67.8%,49.5%,60.1%,39.4%,49.8%,0.99
Grass,112,63,49,56.3%,156-147,51.5%,1550-1473,51.3%,24-31,43.6%,112,81.6%,21.5%,7.1%,2.8%,61.4%,72.8%,51.8%,64.7%,37.1%,50.7%,1.05
Carpet,14,4,10,28.6%,11-21,34.4%,154-171,47.4%,1-5,16.7%,14,79.1%,17.4%,5.9%,4.1%,60.6%,72.7%,51.3%,64.2%,35.2%,49.2%,0.99
Grand Slams,130,63,67,48.5%,233-260,47.3%,2419-2479,49.4%,35-49,41.7%,130,78.6%,20.9%,7.2%,3.3%,58.4%,71.8%,51.1%,63.2%,36.4%,49.7%,0.99
Masters,158,66,92,41.8%,155-208,42.7%,1704-1851,47.9%,22-34,39.3%,158,73.4%,23.0%,5.4%,3.5%,57.5%,68.2%,49.3%,60.2%,37.4%,49.0%,0.94
Other Tours,483,239,244,49.5%,544-586,48.1%,5523-5636,49.5%,94-94,50.0%,480,75.8%,23.6%,5.9%,3.4%,58.3%,70.6%,49.9%,61.9%,38.1%,49.9%,1.00
Best of 5,162,78,84,48.1%,291-321,47.5%,2987-3039,49.6%,38-58,39.6%,137,78.5%,20.9%,7.1%,3.2%,58.4%,71.6%,51.2%,63.1%,36.4%,49.6%,0.99
Best of 3,648,310,338,47.8%,712-799,47.1%,7321-7568,49.2%,119-128,48.2%,639,75.3%,23.4%,5.8%,3.4%,58.1%,70.0%,49.7%,61.5%,38.0%,49.7%,0.99
Finals,10,3,7,30.0%,6-16,27.3%,98-128,43.4%,3-3,50.0%,10,70.9%,18.6%,4.1%,2.3%,62.1%,66.9%,50.6%,60.7%,35.8%,47.7%,0.91
Semi-finals,32,10,22,31.3%,24-48,33.3%,300-376,44.4%,4-3,57.1%,32,70.3%,19.4%,4.9%,2.9%,60.9%,68.6%,45.6%,59.6%,36.6%,48.0%,0.91
Quarter-finals,71,32,39,45.1%,72-89,44.7%,768-817,48.5%,10-11,47.6%,70,75.3%,22.4%,5.7%,3.1%,57.7%,70.5%,50.0%,61.9%,37.2%,49.5%,0.98
vs Righties,695,330,365,47.5%,864-976,47.0%,8898-9217,49.1%,135-157,46.2%,665,75.8%,22.7%,6.1%,3.4%,58.1%,70.2%,50.0%,61.8%,37.6%,49.6%,0.98
vs Lefties,115,58,57,50.4%,139-144,49.1%,1410-1390,50.4%,22-29,43.1%,111,78.4%,23.3%,6.5%,3.6%,58.6%,71.6%,50.7%,63.0%,37.7%,50.3%,1.02
vs Top 10,93,10,83,10.8%,34-184,15.6%,823-1279,39.2%,7-25,21.9%,90,68.1%,12.7%,4.2%,3.3%,58.0%,65.8%,46.3%,57.6%,31.7%,45.2%,0.75
