Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,354,135,153,1622,134,1589,158,1561,83,1596,,,,
2021,102,744,120,1667,102,1638,121,1600,70,1620,,,,
2020,106,689,103,1676,81,1657,102,1611,,,475,90,,
2019,72,776,70,1753,66,1724,77,1675,48,1677,297,180,120,1530
2018,37,1106,72,1738,67,1695,61,1696,54,1663,213,285,123,1516
2017,86,616,100,1697,98,1651,80,1671,53,1669,216,295,100,1555
2016,87,655,59,1781,58,1723,48,1746,41,1713,96,815,99,1579
2015,29,1360,44,1826,38,1773,40,1780,38,1720,256,270,119,1502
2014,45,870,47,1816,44,1764,38,1782,43,1698,140,540,96,1564
2013,25,1360,41,1831,43,1775,36,1792,36,1733,68,1155,73,1636
2012,23,1560,31,1880,35,1801,19,1861,39,1719,86,945,89,1602
2011,38,1015,41,1846,42,1785,37,1799,38,1720,106,750,88,1613
2010,52,900,64,1777,77,1673,42,1788,64,1628,86,900,91,1586
2009,49,900,44,1816,53,1727,42,1783,41,1691,82,935,96,1573
2008,35,910,54,1793,53,1733,60,1732,53,1669,119,499,114,1533
2007,50,659,64,1765,50,1735,49,1722,64,1632,388,131,,
2006,74,513,122,1639,122,1577,101,1627,74,1589,192,300,117,1453
2005,68,562,58,1779,85,1665,40,1778,66,1634,282,171,,
2004,146,302,119,1657,108,1611,119,1600,118,1532,332,132,,
2003,240,148,263,1469,304,1336,255,1416,,,447,89,,
2002,353,74,316,1329,,,293,1322,,,345,108,,
2001,797,12,,,,,,,,,668,42,,
2000,1120,3,,,,,,,,,1466,1,,
