Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 US Open R128,W vs Fucsovics,0.0%,-,4.4%,85.7%,11.4%,20.5%,28.6%,5.3%,22.2%,0.7%,100.0%,-12,5
2020 New York F,L vs Edmund,0.0%,-,4.4%,40.0%,6.1%,16.7%,0.0%,3.0%,25.0%,0.5%,0.0%,-72,-29
2019 Moscow R32,W vs Garin,0.0%,-,7.4%,61.1%,11.2%,15.6%,20.0%,7.5%,22.2%,1.1%,40.0%,-30,-23
2019 Zhuhai R16,W vs Zhang,0.0%,-,4.3%,60.0%,11.5%,21.6%,33.3%,5.7%,12.5%,1.0%,0.0%,-64,-53
2019 Rome R64,L vs Bautista Agut,0.0%,-,4.1%,50.0%,9.2%,0.0%,0.0%,2.7%,0.0%,1.3%,0.0%,-24,-23
2019 Rotterdam R32,W vs Gojowczyk,0.0%,-,2.7%,80.0%,13.8%,15.4%,50.0%,13.8%,33.3%,0.0%,-,-55,-23
2019 Sydney F,L vs De Minaur,0.0%,-,7.5%,76.9%,14.1%,17.3%,7.7%,4.0%,13.0%,1.2%,40.0%,-36,-40
2019 Sydney QF,W vs Tsitsipas,0.0%,-,4.9%,88.9%,7.4%,6.1%,0.0%,11.0%,46.2%,1.3%,75.0%,-43,-56
2018 Moscow SF,L vs Mannarino,1.6%,100.0%,4.3%,66.7%,4.8%,15.0%,8.3%,2.3%,0.0%,1.7%,16.7%,-39,-21
2018 Rotterdam R16,W vs Zverev,0.0%,-,8.3%,60.0%,11.8%,38.1%,12.5%,2.0%,0.0%,1.2%,100.0%,-30,-19
2017 Australian Open R64,W vs Kyrgios,0.0%,-,2.8%,77.8%,17.7%,37.5%,0.0%,7.7%,29.0%,0.4%,50.0%,-31,-30
2016 Sofia QF,L vs Klizan,0.0%,-,7.4%,77.8%,12.3%,21.7%,0.0%,3.8%,20.0%,0.5%,0.0%,6,24
2015 Paris R32,L vs Federer,0.0%,-,2.4%,0.0%,12.9%,12.5%,0.0%,2.9%,0.0%,0.0%,-,-94,-51
2015 Beijing R32,L vs Goffin,0.0%,-,5.4%,50.0%,12.7%,13.0%,0.0%,3.3%,22.2%,1.1%,50.0%,-26,12
2015 US Open R32,L vs Djokovic,0.0%,-,7.0%,100.0%,10.6%,6.2%,33.3%,6.6%,22.2%,0.6%,0.0%,-56,-62
2015 Halle F,L vs Federer,0.0%,-,6.4%,60.0%,11.5%,18.9%,0.0%,6.8%,10.0%,0.8%,100.0%,-35,-45
2015 Stuttgart R16,L vs Zverev,7.1%,50.0%,13.5%,60.0%,14.9%,17.9%,10.0%,7.6%,20.0%,0.5%,100.0%,-8,-10
2015 Monte Carlo R64,L vs Robredo,3.5%,33.3%,9.3%,46.7%,10.9%,12.5%,14.3%,11.5%,62.5%,0.7%,0.0%,-20,-52
2015 Zagreb F,L vs Garcia Lopez,0.0%,-,5.4%,85.7%,7.4%,0.0%,0.0%,4.8%,0.0%,3.2%,66.7%,-36,-32
2015 Australian Open R16,L vs Kyrgios,0.0%,-,3.6%,69.2%,15.7%,38.3%,3.6%,8.1%,30.4%,0.7%,0.0%,0,9
Career (31 matches),,0.7%,50.0%,6.3%,68.2%,11.1%,17.2%,8.7%,5.9%,23.1%,1.0%,42.0%,-35,-30
