Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 US Open R128,W vs Fucsovics,27.8%,40.7%,51.8%,34.9%,41.3%,59.8%,61.1%,53.8%,57.6%,42.4%,0.0%,10.8%,16.9%,43.1%,-8
2020 New York F,L vs Edmund,33.8%,38.5%,34.1%,37.1%,45.5%,52.3%,37.5%,50.2%,57.1%,52.2%,100.0%,10.5%,10.5%,29.4%,-13
2019 Moscow R32,W vs Garin,28.7%,37.7%,49.4%,33.9%,39.1%,53.1%,48.7%,48.9%,50.0%,47.5%,57.1%,18.5%,22.2%,50.0%,25
2019 Zhuhai R16,W vs Zhang,22.0%,28.8%,52.3%,26.9%,28.2%,39.4%,60.8%,36.3%,58.6%,54.8%,50.0%,14.0%,14.0%,40.5%,22
2019 Rome R64,L vs Bautista Agut,16.3%,26.3%,46.9%,23.0%,23.1%,34.6%,55.0%,33.5%,36.0%,48.1%,66.7%,4.0%,12.0%,33.3%,-79
2019 Rotterdam R32,W vs Gojowczyk,29.0%,38.7%,50.0%,33.4%,38.6%,50.9%,51.4%,45.8%,53.8%,48.4%,100.0%,15.6%,21.9%,48.1%,35
2019 Sydney F,L vs De Minaur,21.7%,31.5%,50.7%,27.0%,33.3%,45.8%,46.9%,43.3%,70.0%,46.4%,60.0%,9.8%,17.1%,54.1%,-18
2019 Sydney QF,W vs Tsitsipas,23.8%,27.4%,65.6%,28.0%,35.4%,37.5%,58.1%,42.7%,50.0%,45.8%,33.3%,8.3%,13.9%,72.7%,-79
2018 Moscow SF,L vs Mannarino,27.1%,35.7%,52.1%,31.6%,37.0%,47.8%,51.7%,43.7%,56.3%,53.3%,100.0%,9.5%,14.3%,52.6%,-26
2018 Rotterdam R16,W vs Zverev,31.3%,46.9%,45.5%,37.5%,42.9%,61.9%,45.8%,52.4%,56.5%,42.1%,50.0%,9.1%,18.2%,45.0%,-79
2017 Australian Open R64,W vs Kyrgios,30.0%,40.7%,61.0%,36.7%,40.0%,55.3%,60.8%,51.9%,45.9%,50.0%,50.0%,18.3%,23.3%,61.2%,16
2016 Sofia QF,L vs Klizan,30.2%,39.6%,48.5%,35.1%,42.9%,57.1%,62.5%,52.1%,50.0%,42.9%,-,19.0%,23.8%,35.3%,58
2015 Paris R32,L vs Federer,27.9%,32.6%,25.9%,29.1%,46.7%,53.3%,37.5%,50.0%,63.6%,25.0%,-,20.8%,25.0%,21.1%,78
2015 Beijing R32,L vs Goffin,26.9%,32.7%,40.0%,32.5%,46.2%,50.0%,50.0%,57.3%,50.0%,37.5%,0.0%,8.7%,17.4%,33.3%,-33
2015 US Open R32,L vs Djokovic,11.9%,21.1%,57.0%,17.7%,21.1%,36.8%,62.2%,32.1%,44.8%,50.0%,60.0%,2.0%,4.1%,52.1%,-97
2015 Halle F,L vs Federer,26.2%,35.7%,49.2%,31.2%,26.9%,38.5%,52.6%,35.0%,42.9%,48.4%,100.0%,25.8%,32.3%,43.5%,-32
2015 Stuttgart R16,L vs Zverev,28.8%,39.0%,45.2%,34.2%,37.5%,47.5%,40.0%,45.5%,63.2%,52.4%,75.0%,10.5%,21.1%,52.9%,-79
2015 Monte Carlo R64,L vs Robredo,10.6%,24.7%,52.7%,15.9%,17.1%,39.0%,58.8%,28.0%,65.0%,61.9%,75.0%,4.8%,11.9%,47.5%,-68
2015 Zagreb F,L vs Garcia Lopez,28.3%,41.7%,55.3%,34.3%,34.6%,57.7%,52.9%,48.5%,50.0%,58.3%,100.0%,27.6%,34.5%,57.1%,-29
2015 Australian Open R16,L vs Kyrgios,28.7%,41.0%,54.5%,34.4%,37.4%,52.2%,58.3%,46.3%,45.6%,41.4%,60.0%,13.6%,22.0%,49.0%,17
Career (31 matches),,23.8%,33.5%,50.4%,29.3%,32.9%,45.9%,52.8%,42.2%,51.5%,47.2%,53.3%,12.0%,17.4%,47.7%,5
