Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Wimbledon R32,L vs Radwanska,94.2,98.0,3.6,,,105,90,86.5,3.7,,,93,80
2015 Australian Open R64,L vs Keys,88.9,93.1,2.6,,,98,87,80.0,2.1,,,84,76
2015 Australian Open R128,W vs Meusburger,89.0,95.6,3.5,,,102,88,82.4,2.2,,,88,77
2014 US Open R16,L vs Pennetta,87.8,91.0,4.3,,,102,84,78.1,3.4,,,82,72
2014 US Open R32,W vs Pliskova,85.2,92.1,3.2,,,98,86,77.2,3.2,,,85,69
2014 US Open R64,W vs Wang,86.4,92.5,4.9,,,102,81,75.3,3.6,,,82,67
2014 Wimbledon R64,L vs Radwanska,87.3,93.0,5.9,,,102,80,81.8,3.0,,,86,72
2014 Roland Garros R64,L vs Safarova,86.4,90.6,5.3,,,100,70,80.7,2.3,,,85,75
2014 Roland Garros R128,W vs Dominguez Lino,86.4,91.6,6.4,,,100,64,79.6,2.8,,,84,71
2014 Australian Open R16,L vs Bouchard,86.3,,,,,97,,,,,,,72
2014 Australian Open R32,W vs Zheng,86.3,,,,,97,,,,,,,71
2014 Australian Open R64,W vs Flipkens,89.2,,,,,100,,,,,,,77
2014 Australian Open R128,W vs Zvonareva,87.0,,,,,98,,,,,,,65
2013 Australian Open R128,L vs Keys,88.2,,,,,97,,,,,,,67
2012 US Open R64,L vs Li,85.6,,,,,95,,,,,,,65
2012 Wimbledon R128,L vs Bartoli,86.9,,,,,98,,,,,,,69
2012 Australian Open R64,L vs Azarenka,87.1,,,,,97,,,,,,,74
2012 Australian Open R128,W vs Jovanovski,85.1,,,,,97,,,,,,,72
2011 Roland Garros R128,L vs Pironkova,85.9,91.3,4.7,,,101,82,74.8,4.9,,,82,60
Career (19 matches),,87.2,92.6,4.4,,,105,64,79.4,3.0,,,93,60
