Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,22,10,12,45.5%,8,4,4,50.0%,2003,2015,R16,21,0.97,1.9%,4.8%,59.3%,60.6%,47.8%,55.4%,43.4%,51.1%,41.8%
Roland Garros,8,Clay,12,4,8,33.3%,1,0,1,0.0%,2006,2015,R32,9,0.95,1.6%,5.9%,59.4%,56.6%,40.5%,50.1%,47.3%,52.6%,50.5%
Wimbledon,10,Grass,20,10,10,50.0%,3,2,1,66.7%,2003,2015,R32,11,0.89,3.2%,5.1%,56.7%,62.1%,45.8%,55.1%,40.0%,48.8%,35.1%
US Open,8,Hard,16,8,8,50.0%,2,0,2,0.0%,2006,2015,R16,13,0.97,1.6%,6.1%,58.3%,63.2%,46.1%,56.0%,42.5%,46.6%,44.7%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2008,2008,R32,0,,,,,,,,,,
Fed Cup,7,,11,6,5,54.5%,2,0,2,0.0%,2006,2015,,0,,,,,,,,,,
Birmingham,8,Grass,21,13,8,61.9%,6,3,3,50.0%,2012,2015,SF,17,1.10,3.0%,4.5%,60.9%,70.2%,49.3%,62.0%,41.8%,62.4%,46.9%
Hobart,6,Hard,13,7,6,53.8%,2,0,2,0.0%,2005,2015,QF,9,0.99,2.0%,4.6%,62.8%,59.7%,45.0%,54.2%,45.3%,55.7%,55.4%
Miami,5,Hard,9,4,5,44.4%,1,0,1,0.0%,2008,2015,R32,9,0.98,1.6%,4.2%,57.9%,61.8%,45.2%,54.8%,44.5%,51.8%,51.9%
Gold Coast,5,Hard,8,3,5,37.5%,1,1,0,100.0%,2002,2007,R32,1,0.88,7.8%,10.7%,54.4%,66.1%,38.3%,53.4%,40.8%,66.7%,20.0%
Indian Wells,4,Hard,17,13,4,76.5%,2,2,0,100.0%,2008,2014,QF,16,1.14,4.2%,4.6%,60.9%,63.8%,48.5%,57.8%,48.1%,53.6%,59.7%
Tokyo,4,Hard,10,6,4,60.0%,4,1,3,25.0%,2008,2014,QF,7,1.03,3.4%,5.3%,60.9%,64.1%,48.5%,58.0%,43.2%,60.6%,56.1%
