Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,136,58,78,42.6%,136-178,43.3%,1381-1528,47.5%,9-20,31.0%,110,64.0%,32.7%,2.5%,5.1%,59.9%,60.5%,44.9%,54.2%,43.4%,48.8%,0.95
Clay,28,11,17,39.3%,28-38,42.4%,280-329,46.0%,1-1,50.0%,22,45.5%,20.0%,2.4%,5.3%,59.6%,57.7%,44.8%,52.5%,43.5%,48.1%,0.91
Grass,44,25,19,56.8%,52-45,53.6%,478-434,52.4%,4-7,36.4%,31,78.0%,25.9%,2.8%,4.9%,60.2%,65.7%,48.6%,58.9%,40.5%,49.7%,0.99
Grand Slams,54,23,31,42.6%,55-72,43.3%,550-631,46.6%,6-7,46.2%,49,51.9%,37.0%,2.1%,5.3%,58.9%,60.2%,45.6%,54.2%,42.5%,48.3%,0.93
Premiers,52,21,31,40.4%,48-70,40.7%,508-568,47.2%,3-9,25.0%,52,70.7%,27.5%,3.1%,5.1%,59.8%,61.4%,46.4%,55.4%,42.2%,48.8%,0.95
Internationals,60,27,33,45.0%,67-74,47.5%,654-661,49.7%,3-5,37.5%,48,68.6%,27.3%,2.8%,5.3%,61.2%,62.5%,44.3%,55.5%,44.2%,49.9%,0.99
Semi-finals,4,0,4,0.0%,0-8,0.0%,34-52,39.5%,0-3,0.0%,2,-,-,0.6%,2.9%,61.2%,56.7%,36.4%,48.8%,36.6%,43.7%,0.71
Quarter-finals,8,4,4,50.0%,9-8,52.9%,88-73,54.7%,0-3,0.0%,5,-,-,3.9%,2.3%,58.2%,64.0%,50.0%,58.2%,41.4%,49.9%,0.99
vs Righties,185,83,102,44.9%,188-234,44.5%,1877-2023,48.1%,10-25,28.6%,150,63.2%,30.1%,2.5%,5.0%,60.0%,61.0%,45.6%,54.8%,43.0%,48.9%,0.95
vs Lefties,16,6,10,37.5%,17-22,43.6%,171-200,46.1%,3-1,75.0%,11,83.3%,11.1%,3.0%,5.8%,58.8%,62.1%,46.6%,55.7%,40.6%,48.3%,0.92
vs Top 10,18,1,17,5.6%,3-35,7.9%,98-221,30.7%,0-3,0.0%,17,42.9%,0.0%,1.8%,5.1%,60.0%,52.8%,39.6%,47.5%,37.7%,42.6%,0.72
