Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,22,5,17,22.7%,18-39,31.6%,243-311,43.9%,3-7,30.0%,17,71.8%,16.9%,7.1%,2.5%,57.5%,67.8%,47.3%,59.1%,33.4%,46.8%,0.82
Clay,62,31,31,50.0%,78-78,50.0%,772-770,50.1%,15-13,53.6%,54,76.8%,23.2%,5.0%,2.1%,57.5%,69.2%,52.4%,62.0%,38.4%,50.1%,1.01
Grass,1,0,1,0.0%,0-3,0.0%,9-19,32.1%,0-0,-,1,57.1%,7.1%,4.8%,3.6%,61.9%,61.5%,46.9%,56.0%,29.5%,42.4%,0.67
Grand Slams,10,4,6,40.0%,16-25,39.0%,168-201,45.5%,1-1,50.0%,10,72.0%,19.5%,5.4%,1.7%,58.3%,65.6%,53.2%,60.5%,35.5%,48.1%,0.90
Masters,4,0,4,0.0%,2-8,20.0%,44-55,44.4%,0-2,0.0%,4,75.0%,16.3%,4.0%,1.7%,62.0%,66.4%,48.1%,59.4%,34.5%,47.5%,0.85
Other Tours,48,21,27,43.8%,48-55,46.6%,512-526,49.3%,9-11,45.0%,47,74.7%,24.5%,5.2%,2.1%,56.4%,68.6%,50.4%,60.6%,38.6%,49.6%,0.98
Best of 5,14,5,9,35.7%,23-36,39.0%,251-294,46.1%,2-3,40.0%,11,72.1%,18.8%,5.1%,1.9%,58.2%,65.5%,53.1%,60.3%,35.5%,48.0%,0.89
Best of 3,71,31,40,43.7%,73-84,46.5%,773-806,49.0%,16-17,48.5%,61,76.2%,22.2%,5.7%,2.3%,57.3%,69.7%,50.4%,61.4%,37.6%,49.5%,0.97
Semi-finals,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,81.8%,9.1%,6.4%,1.3%,70.5%,70.9%,43.5%,62.8%,27.7%,46.9%,0.74
Quarter-finals,5,1,4,20.0%,3-8,27.3%,42-62,40.4%,1-0,100.0%,5,60.8%,19.2%,3.6%,1.5%,55.6%,65.4%,44.7%,56.2%,36.3%,46.5%,0.83
vs Righties,62,26,36,41.9%,70-87,44.6%,744-801,48.2%,14-16,46.7%,53,74.0%,23.2%,5.0%,2.1%,57.8%,67.7%,50.7%,60.5%,37.5%,49.2%,0.95
vs Lefties,19,7,12,36.8%,19-29,39.6%,217-248,46.7%,3-3,50.0%,17,77.4%,17.1%,5.8%,2.3%,56.9%,70.0%,52.0%,62.2%,36.1%,49.0%,0.96
vs Top 10,4,0,4,0.0%,2-11,15.4%,35-70,33.3%,0-0,-,4,58.8%,9.3%,2.7%,2.0%,62.8%,58.6%,47.3%,54.4%,30.3%,41.9%,0.66
