Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Buenos Aires CH R32,W vs Prado Angelo,18.6%,22.5%,50.0%,22.9%,25.0%,30.0%,51.7%,32.0%,35.1%,53.5%,50.0%,8.7%,10.9%,47.6%,-28
2024 Asuncion CH R32,W vs Prado Angelo,14.1%,23.4%,56.0%,20.6%,15.6%,28.9%,60.5%,24.9%,20.0%,65.0%,100.0%,14.3%,14.3%,41.7%,-2
2023 Astana R32,L vs Thiem,26.0%,32.5%,49.1%,30.3%,37.5%,43.8%,50.0%,44.4%,45.0%,32.1%,0.0%,7.4%,14.8%,48.0%,-42
2023 Roland Garros R16,L vs Djokovic,18.1%,30.6%,39.0%,23.1%,27.7%,40.4%,35.3%,35.3%,46.4%,31.6%,33.3%,0.0%,12.0%,44.0%,-118
2023 Roland Garros R32,W vs Hurkacz,18.5%,27.4%,63.6%,26.4%,22.7%,34.1%,60.3%,35.9%,58.1%,44.4%,0.0%,12.3%,17.5%,68.0%,-53
2023 Buenos Aires R16,W vs Thiem,20.3%,30.5%,60.9%,28.6%,26.7%,43.3%,86.4%,43.0%,41.7%,72.2%,100.0%,14.3%,17.9%,37.5%,-27
2023 Australian Open R128,L vs Zverev,31.5%,40.4%,44.6%,36.1%,45.0%,56.9%,46.7%,52.6%,43.4%,41.1%,42.9%,10.3%,14.7%,42.6%,-57
2022 Gstaad QF,L vs Thiem,19.0%,29.1%,45.0%,24.9%,31.1%,46.7%,41.9%,41.6%,41.7%,57.1%,25.0%,3.3%,6.7%,48.3%,-86
2021 Buenos Aires CH QF,L vs Baez,18.9%,24.5%,48.8%,21.1%,31.0%,31.0%,50.0%,35.2%,33.3%,47.1%,-,4.5%,18.2%,47.6%,-72
2019 Santo Domingo CH F,W vs Coria,20.2%,34.5%,56.1%,28.2%,28.6%,54.8%,80.0%,44.5%,70.6%,60.0%,50.0%,12.2%,14.6%,36.1%,-43
2019 Campinas CH F,W vs Ficovich,23.3%,42.7%,53.3%,29.9%,32.1%,50.0%,52.6%,44.3%,50.0%,62.5%,100.0%,14.0%,37.2%,54.1%,20
Career (11 matches),,21.7%,31.6%,51.7%,27.6%,30.4%,42.5%,54.8%,40.2%,44.4%,50.0%,42.1%,9.7%,16.7%,48.1%,-17
