Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Buenos Aires Tigre CH R32,W vs Prado Angelo,26,59,0.4,10.1%,22.9%,17,56,0.3,7.1%,23.5%,5.0%,1.3%,0.6,14.7%,25.2%
2024 Asuncion CH R32,W vs Prado Angelo,12,23,0.5,9.1%,17.4%,11,18,0.6,9.0%,14.8%,4.9%,4.1%,0.5,15.2%,31.1%
2023 Astana R32,L vs Thiem,18,31,0.6,11.6%,20.0%,13,29,0.4,9.5%,21.2%,5.8%,2.9%,1.0,19.4%,18.7%
2023 US Open R64,L vs Fritz,9,29,0.3,6.5%,21.0%,8,27,0.3,6.6%,22.1%,3.3%,3.3%,1.0,18.8%,18.1%
2023 US Open R128,W vs Kecmanovic,55,47,1.2,20.4%,17.5%,40,43,0.9,16.8%,18.1%,13.4%,2.9%,1.1,12.3%,11.5%
2023 Wimbledon R128,L vs Musetti,25,32,0.8,14.5%,18.6%,21,29,0.7,13.5%,18.6%,7.1%,5.1%,1.2,19.2%,15.7%
2023 Roland Garros R16,L vs Djokovic,16,24,0.7,11.3%,16.9%,13,24,0.5,10.1%,18.6%,5.4%,3.1%,2.0,26.8%,13.4%
2023 Roland Garros R32,W vs Hurkacz,57,48,1.2,19.3%,16.3%,50,47,1.1,18.1%,17.0%,13.4%,4.7%,0.8,18.3%,21.7%
2023 Buenos Aires R16,W vs Thiem,24,22,1.1,20.2%,18.5%,23,21,1.1,20.0%,18.3%,15.7%,4.3%,0.4,8.4%,19.3%
2023 Australian Open R128,L vs Zverev,53,52,1.0,16.4%,16.1%,38,51,0.7,13.6%,18.2%,9.6%,1.8%,1.7,22.0%,13.0%
2022 Gstaad QF,L vs Thiem,19,38,0.5,14.5%,29.0%,15,34,0.4,13.0%,29.6%,7.8%,4.3%,0.7,19.8%,27.5%
2021 Buenos Aires CH QF,L vs Baez,16,21,0.8,14.4%,18.9%,12,19,0.6,11.8%,18.6%,6.9%,3.9%,1.7,24.3%,14.4%
2019 Santo Domingo CH F,W vs Coria,21,38,0.6,12.8%,23.2%,19,37,0.5,12.1%,23.6%,10.8%,1.3%,0.6,12.2%,19.5%
2019 Campinas CH F,W vs Ficovich,29,39,0.7,14.7%,19.8%,25,36,0.7,14.0%,20.1%,12.3%,1.1%,1.3,18.8%,14.7%
Career (14 matches),,380,503,0.8,14.6%,19.3%,305,471,0.6,12.9%,19.9%,9.2%,3.0%,1.0,17.8%,18.4%
