Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Buenos Aires CH R32,W vs Prado Angelo,81.4%,49.5%,3.9%,4/1,1.99,2.0%,79.4%,48.0%,4.8%,2.03,3.3%,88.7%,50.9%,3.2%,1.94,0.0%
2024 Asuncion CH R32,W vs Prado Angelo,82.4%,51.8%,1.5%,0/1,2.11,0.0%,75.0%,48.1%,2.8%,2.09,0.0%,96.7%,55.2%,0.0%,2.17,0.0%
2023 Astana R32,L vs Thiem,64.1%,46.0%,0.0%,0/0,2.34,9.1%,47.7%,42.9%,0.0%,2.77,16.7%,96.7%,48.3%,0.0%,1.82,0.0%
2023 Roland Garros R16,L vs Djokovic,71.4%,30.0%,0.0%,0/0,2.42,1.7%,69.6%,23.1%,0.0%,2.46,2.9%,100.0%,54.5%,0.0%,2.36,0.0%
2023 Roland Garros R32,W vs Hurkacz,79.2%,43.2%,1.3%,1/1,2.35,4.3%,73.3%,31.8%,0.0%,2.30,7.5%,92.9%,57.7%,3.6%,2.42,0.0%
2023 Buenos Aires R16,W vs Thiem,85.0%,49.0%,0.0%,0/0,2.07,6.5%,82.9%,44.8%,0.0%,1.77,13.6%,95.7%,54.5%,0.0%,2.33,0.0%
2023 Australian Open R128,L vs Zverev,62.8%,38.5%,3.4%,1/4,2.13,5.8%,55.7%,30.5%,1.9%,2.00,11.9%,94.1%,53.1%,8.8%,2.25,0.0%
2022 Gstaad QF,L vs Thiem,75.0%,43.6%,0.0%,0/0,1.97,13.3%,75.0%,29.2%,0.0%,1.85,25.8%,93.8%,66.7%,0.0%,2.10,0.0%
2021 Buenos Aires CH QF,L vs Baez,81.0%,38.3%,0.0%,0/0,-,2.4%,82.2%,32.4%,0.0%,-,0.0%,76.9%,60.0%,0.0%,-,4.8%
2019 Santo Domingo CH F,W vs Coria,85.0%,47.1%,3.8%,2/1,2.28,6.1%,83.9%,44.2%,0.0%,2.28,13.3%,94.1%,56.3%,17.6%,2.28,0.0%
2019 Campinas CH F,W vs Ficovich,68.8%,47.0%,3.1%,1/2,2.35,16.0%,55.3%,50.0%,4.3%,2.33,31.6%,88.9%,45.0%,2.2%,2.38,0.0%
Career (11 matches),,75.2%,44.3%,1.9%,47.4%,2.20,6.1%,69.8%,37.7%,1.3%,2.18,11.0%,92.3%,53.4%,3.3%,2.22,0.3%
