Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Bogota R32,W vs Lepchenko,26.7%,34.7%,56.3%,22.6%,29.0%,54.2%,11.1%,36.4%,-,35.1%,45.9%,58.3%,5.0%,23.5%,-,88
Last 52 Weeks (1 matches),,26.7%,34.7%,56.3%,22.6%,29.0%,54.2%,11.1%,36.4%,-,35.1%,45.9%,58.3%,5.0%,23.5%,-,88
Career (1 matches),,26.7%,34.7%,56.3%,22.6%,29.0%,54.2%,11.1%,36.4%,-,35.1%,45.9%,58.3%,5.0%,23.5%,-,88
