Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,4,4,50.0%,11-10,52.4%,100-98,50.5%,0-2,0.0%,8,62.5%,40.0%,3.2%,6.6%,54.5%,63.4%,48.1%,56.4%,44.5%,50.5%,1.02,QF (W35 Arcadia CA)
2025,35,13,22,37.1%,36-47,43.4%,371-403,47.9%,3-4,42.9%,32,59.1%,36.9%,3.2%,7.9%,51.6%,63.3%,42.8%,53.4%,44.5%,48.9%,0.96,SF (W75 Rome GA)
2024,64,39,25,60.9%,85-62,57.8%,705-643,52.3%,6-5,54.5%,7,59.7%,43.1%,2.6%,7.0%,53.0%,62.4%,47.0%,55.1%,46.7%,50.8%,1.04,W (2x)
2023,65,40,25,61.5%,85-61,58.2%,728-628,53.7%,7-7,50.0%,0,,,,,,,,,,,,W (3x)
2022,49,27,22,55.1%,63-57,52.5%,565-564,50.0%,8-7,53.3%,0,,,,,,,,,,,,F (2x)
2021,42,21,21,50.0%,47-50,48.5%,426-457,48.2%,6-1,85.7%,4,69.4%,27.0%,1.6%,2.4%,54.3%,60.9%,53.4%,57.5%,38.5%,48.5%,0.91,SF (3x)
2020,15,9,6,60.0%,19-16,54.3%,166-163,50.5%,1-2,33.3%,3,50.0%,36.4%,2.3%,10.3%,60.7%,56.2%,33.3%,47.2%,42.3%,44.7%,0.80,SF (W25 Orlando FL)
2019,50,27,23,54.0%,59-51,53.6%,508-480,51.4%,2-3,40.0%,4,61.4%,24.4%,1.9%,7.1%,61.2%,62.4%,44.2%,55.3%,39.9%,47.7%,0.89,W (W15 Arcadia CA)
2018,34,19,15,55.9%,40-32,55.6%,339-316,51.8%,1-2,33.3%,0,,,,,,,,,,,,W (Gyeongsan $15K)
2017,34,20,14,58.8%,41-33,55.4%,353-330,51.7%,6-3,66.7%,0,,,,,,,,,,,,W (Yeongwol $15K)
2016,23,16,7,69.6%,35-16,68.6%,272-194,58.4%,2-4,33.3%,0,,,,,,,,,,,,W (Sangju $10K)
2015,4,1,3,25.0%,2-6,25.0%,31-41,43.1%,0-0,-,0,,,,,,,,,,,,R16 (Goyang $25K)
2014,3,1,2,33.3%,2-4,33.3%,27-29,48.2%,0-0,-,0,,,,,,,,,,,,R16 (Gimcheon 10K)
2013,2,1,1,50.0%,2-3,40.0%,23-28,45.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (Yeong Wol 10K)
Career,428,238,190,55.6%,527-448,54.1%,4614-4374,51.3%,43-40,51.8%,58,59.9%,36.6%,2.9%,7.3%,53.5%,62.6%,44.4%,54.1%,44.0%,49.0%,0.96,
