Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Moscow R32,L vs Bublik,51.5%,42.9%,1.5%,0/1,2.19,33.3%,42.9%,33.3%,0.0%,2.20,66.7%,77.3%,52.9%,4.5%,2.19,9.5%
2016 Istanbul R32,L vs Dzumhur,80.4%,41.5%,2.0%,1/0,2.39,1.7%,80.0%,37.5%,2.5%,2.21,2.9%,81.8%,55.6%,0.0%,2.65,0.0%
2016 Rotterdam R32,L vs Mahut,67.5%,46.3%,3.8%,2/1,2.43,51.0%,58.3%,39.3%,0.0%,2.47,42.9%,83.9%,53.8%,9.7%,2.38,61.9%
2016 Sydney SF,L vs Troicki,65.2%,56.9%,3.4%,1/2,2.32,4.8%,55.9%,54.5%,0.0%,2.27,8.8%,83.3%,60.0%,10.0%,2.38,0.0%
2015 Paris R64,L vs Bellucci,58.8%,50.0%,4.4%,3/0,2.53,1.7%,51.7%,53.3%,3.4%,2.36,0.0%,73.5%,48.0%,5.9%,2.68,3.3%
2015 St Petersburg R16,L vs Bautista Agut,76.6%,48.2%,0.0%,0/0,2.14,6.1%,72.7%,46.4%,0.0%,2.10,12.2%,87.9%,51.7%,0.0%,2.17,0.0%
2015 St Petersburg R32,W vs Shyla,61.2%,66.7%,2.0%,1/0,2.59,19.2%,53.3%,56.3%,3.3%,2.18,50.0%,93.3%,78.6%,0.0%,2.88,0.0%
2015 Washington R16,L vs Berankis,68.9%,41.2%,2.7%,0/2,2.37,5.0%,54.8%,52.2%,2.4%,2.28,5.3%,90.3%,32.1%,3.2%,2.45,4.8%
2015 Barcelona R64,W vs Carreno Busta,64.0%,52.1%,2.7%,1/1,2.19,9.4%,58.5%,45.8%,4.9%,2.11,12.1%,82.8%,58.3%,0.0%,2.33,5.0%
2014 Monte Carlo R32,L vs Nadal,82.7%,41.9%,1.9%,1/0,2.32,0.0%,79.5%,25.8%,0.0%,2.08,0.0%,92.3%,83.3%,7.7%,2.56,0.0%
2013 CH Tour Finals SF,L vs Volandri,80.2%,44.6%,1.2%,0/1,1.98,9.2%,79.4%,40.7%,1.5%,2.09,15.4%,91.7%,63.6%,0.0%,1.83,0.0%
2013 CH Tour Finals RR,W vs Nedovyesov,68.3%,60.7%,4.9%,4/0,1.94,22.6%,63.2%,55.6%,5.3%,2.03,37.1%,80.0%,70.0%,4.0%,1.83,3.7%
2010 US Open R128,L vs Nadal,54.4%,39.3%,0.0%,0/0,-,24.7%,57.4%,35.9%,0.0%,-,36.4%,53.1%,47.1%,0.0%,-,0.0%
Career (13 matches),,67.3%,48.3%,2.2%,63.6%,2.26,14.2%,63.3%,43.7%,1.6%,2.19,20.9%,80.8%,55.6%,3.8%,2.33,5.8%
