Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Moscow R32,L vs Bublik,0.0%,-,11.9%,64.3%,11.5%,16.7%,0.0%,12.9%,42.9%,0.0%,-,-18,-28
2016 Istanbul R32,L vs Dzumhur,0.0%,-,20.2%,66.7%,15.7%,17.9%,0.0%,6.9%,20.0%,0.4%,0.0%,-4,-25
2016 Rotterdam R32,L vs Mahut,0.0%,-,8.9%,57.1%,22.4%,26.7%,0.0%,12.5%,23.1%,0.0%,-,65,50
2016 Sydney SF,L vs Troicki,0.0%,-,8.0%,85.7%,18.0%,40.7%,50.0%,7.0%,17.4%,0.0%,-,31,16
2015 Paris R64,L vs Bellucci,0.0%,-,6.2%,77.8%,6.7%,0.0%,13.3%,4.6%,14.3%,0.8%,50.0%,-18,-28
2015 St Petersburg R16,L vs Bautista Agut,0.0%,-,14.5%,56.3%,12.0%,21.3%,0.0%,5.8%,25.9%,0.2%,0.0%,-37,-34
2015 St Petersburg R32,W vs Shyla,0.0%,-,7.1%,85.7%,12.1%,0.0%,0.0%,9.4%,33.3%,0.0%,-,11,6
2015 Washington R16,L vs Berankis,0.0%,-,2.0%,66.7%,9.2%,10.0%,100.0%,10.9%,33.3%,0.0%,-,72,65
2015 Barcelona R64,W vs Carreno Busta,1.5%,100.0%,11.8%,64.7%,29.1%,38.9%,0.0%,5.9%,14.3%,0.8%,50.0%,29,7
2014 Monte Carlo R32,L vs Nadal,0.0%,-,13.8%,61.5%,12.9%,16.0%,5.9%,1.6%,0.0%,0.5%,100.0%,-66,-74
2013 CH Tour Finals SF,L vs Volandri,0.0%,-,5.8%,60.0%,7.8%,3.6%,0.0%,4.0%,7.4%,0.8%,66.7%,-65,-45
2013 CH Tour Finals RR,W vs Nedovyesov,0.0%,-,9.6%,75.0%,11.4%,11.8%,25.0%,9.2%,35.7%,0.4%,100.0%,-4,-9
2010 US Open R128,L vs Nadal,0.0%,-,7.1%,68.8%,20.8%,0.0%,0.0%,7.8%,0.0%,1.9%,33.3%,58,16
Career (13 matches),,0.1%,100.0%,9.5%,66.7%,14.6%,19.5%,12.0%,6.7%,20.0%,0.5%,47.1%,0,-8
