Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,176,64,112,36.4%,171-273,38.5%,2020-2333,46.4%,34-34,50.0%,169,74.0%,19.3%,6.3%,5.3%,56.4%,71.2%,47.5%,60.9%,35.6%,48.3%,0.91
Clay,105,41,64,39.0%,116-148,43.9%,1189-1308,47.6%,16-18,47.1%,103,72.9%,22.5%,4.0%,4.7%,58.6%,67.4%,49.1%,59.8%,37.6%,48.8%,0.94
Grass,23,6,17,26.1%,25-43,36.8%,317-362,46.7%,3-8,27.3%,22,77.6%,16.9%,6.9%,4.2%,58.7%,72.0%,49.7%,62.8%,33.7%,48.3%,0.91
Carpet,11,4,7,36.4%,12-15,44.4%,120-133,47.4%,2-1,66.7%,10,78.4%,12.9%,8.8%,3.8%,55.4%,73.8%,52.9%,64.5%,31.9%,48.1%,0.90
Grand Slams,50,18,32,36.0%,80-106,43.0%,896-955,48.4%,14-21,40.0%,50,77.7%,20.6%,5.9%,4.5%,58.7%,70.1%,50.8%,62.1%,36.1%,49.2%,0.95
Masters,39,11,28,28.2%,29-61,32.2%,378-491,43.5%,5-4,55.6%,39,69.3%,17.7%,5.8%,5.8%,55.9%,70.2%,45.0%,59.1%,35.4%,47.1%,0.87
Other Tours,216,80,136,37.0%,199-300,39.9%,2219-2559,46.4%,34-30,53.1%,212,73.5%,19.5%,5.5%,5.0%,57.0%,69.9%,48.1%,60.5%,35.8%,48.3%,0.91
Best of 5,56,21,35,37.5%,90-116,43.7%,1001-1053,48.7%,16-26,38.1%,52,77.6%,21.6%,5.9%,4.5%,58.5%,70.2%,50.6%,62.1%,36.5%,49.4%,0.96
Best of 3,259,94,165,36.3%,234-363,39.2%,2645-3083,46.2%,39-35,52.7%,252,72.9%,19.4%,5.6%,5.1%,56.8%,70.0%,47.6%,60.3%,35.8%,48.1%,0.90
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-0,-,1,64.3%,33.3%,7.0%,5.8%,55.8%,68.8%,47.4%,59.3%,37.1%,48.0%,0.91
Quarter-finals,17,1,16,5.9%,7-31,18.4%,115-214,35.0%,2-1,66.7%,17,59.5%,11.7%,3.2%,4.1%,57.1%,63.0%,42.0%,54.0%,32.0%,43.4%,0.69
vs Righties,279,104,175,37.3%,288-419,40.7%,3214-3631,47.0%,50-50,50.0%,270,73.8%,20.3%,5.6%,5.0%,57.1%,70.1%,48.2%,60.7%,36.2%,48.5%,0.92
vs Lefties,35,10,25,28.6%,34-60,36.2%,420-499,45.7%,5-11,31.3%,33,76.0%,17.3%,6.0%,4.4%,58.5%,69.7%,49.3%,61.2%,34.4%,48.0%,0.89
vs Top 10,27,4,23,14.8%,10-56,15.2%,232-380,37.9%,1-5,16.7%,27,68.1%,9.0%,5.2%,4.6%,58.0%,66.7%,46.0%,58.0%,29.7%,44.4%,0.71
