Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,12,2,10,16.7%,9,4,5,44.4%,2005,2018,R32,10,0.88,4.4%,4.5%,58.2%,67.6%,48.2%,59.5%,35.8%,62.9%,39.2%
Roland Garros,12,Clay,31,19,12,61.3%,15,8,7,53.3%,2005,2017,R16,25,1.12,5.7%,2.8%,61.2%,70.2%,55.8%,64.6%,39.5%,65.5%,38.2%
Wimbledon,10,Grass,17,7,10,41.2%,12,6,6,50.0%,2007,2017,R64,9,0.91,7.5%,4.7%,59.1%,71.5%,51.7%,63.4%,33.2%,66.4%,32.9%
US Open,12,Hard,20,8,12,40.0%,13,5,8,38.5%,2005,2017,R32,18,0.91,5.6%,5.8%,57.6%,70.9%,47.5%,61.0%,35.5%,61.6%,40.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.99,6.0%,9.5%,56.0%,61.7%,40.5%,52.4%,47.4%,33.3%,43.8%
Davis Cup,7,,10,6,4,60.0%,8,2,6,25.0%,2009,2016,,3,1.31,7.7%,6.3%,55.1%,75.8%,46.1%,62.5%,49.1%,71.9%,61.1%
Moscow,14,Hard,24,10,14,41.7%,5,3,2,60.0%,2004,2018,QF,23,0.90,7.5%,4.5%,57.7%,70.1%,50.8%,61.9%,34.4%,57.9%,33.6%
St. Petersburg,11,Hard,18,7,11,38.9%,1,1,0,100.0%,2005,2017,R16,18,1.02,4.6%,4.4%,58.9%,68.3%,51.2%,61.2%,39.4%,50.0%,44.8%
Barcelona,10,Clay,19,8,11,42.1%,5,4,1,80.0%,2005,2016,QF,19,0.87,4.0%,3.7%,60.0%,66.8%,48.8%,59.6%,35.3%,54.3%,39.8%
Miami Masters,7,Hard,12,5,7,41.7%,4,3,1,75.0%,2007,2017,R64,12,0.91,6.8%,7.8%,55.2%,73.2%,44.2%,60.2%,36.2%,51.8%,35.0%
Indian Wells Masters,7,Hard,11,4,7,36.4%,2,1,1,50.0%,2007,2017,R32,11,0.99,6.5%,4.7%,55.0%,73.6%,45.1%,60.8%,38.7%,55.1%,39.5%
Delray Beach,6,Hard,12,6,6,50.0%,6,4,2,66.7%,2005,2015,QF,12,0.92,5.7%,5.5%,51.4%,70.9%,48.9%,60.2%,36.8%,55.3%,46.7%
