Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R16,L vs Anisimova,1.7%,100.0%,1.0%,100.0%,8.5%,18.2%,20.0%,7.9%,0.0%,0.8%,100.0%,-96,-83
2025 Doha R64,L vs Frech,0.0%,-,10.8%,85.7%,14.6%,16.2%,8.7%,5.3%,20.0%,0.5%,50.0%,66,59
2024 Ningbo QF,L vs Badosa,0.0%,-,4.8%,60.0%,19.7%,25.0%,0.0%,8.8%,0.0%,0.8%,0.0%,-5,22
2024 Seoul F,W vs Kasatkina,5.8%,100.0%,10.2%,85.7%,12.6%,22.7%,21.4%,11.9%,16.7%,1.2%,66.7%,48,34
2024 US Open QF,L vs Muchova,3.8%,100.0%,10.8%,81.8%,6.0%,14.3%,0.0%,3.1%,33.3%,0.7%,100.0%,-7,-29
2024 Cleveland F,L vs Kessler,1.4%,0.0%,5.2%,62.5%,14.4%,33.3%,16.7%,2.9%,21.4%,0.4%,0.0%,-50,-25
2024 Madrid QF,L vs Swiatek,0.0%,-,8.4%,35.7%,6.7%,12.1%,0.0%,5.0%,26.7%,1.2%,25.0%,-34,-44
2024 Madrid R32,W vs Navarro,4.1%,66.7%,20.1%,62.1%,12.7%,31.6%,14.3%,11.9%,44.4%,1.3%,33.3%,-53,-52
2024 Abu Dhabi SF,L vs Kasatkina,1.9%,100.0%,10.1%,40.9%,7.9%,11.3%,0.0%,2.8%,0.0%,1.4%,12.5%,-80,-70
2024 Australian Open R32,L vs Timofeeva,0.0%,-,9.0%,61.5%,6.8%,13.9%,7.7%,4.7%,9.5%,0.9%,66.7%,-54,-57
2024 Australian Open R64,W vs Korneeva,0.0%,-,11.3%,63.6%,7.4%,6.3%,4.0%,10.5%,0.0%,0.9%,0.0%,-124,-109
2023 United Cup RR,L vs Swiatek,0.0%,-,5.3%,80.0%,6.0%,8.3%,0.0%,5.7%,25.0%,1.0%,0.0%,-71,-61
2023 Zhuhai F,W vs Zheng,0.0%,-,3.8%,85.7%,12.1%,22.6%,0.0%,10.8%,0.0%,0.4%,100.0%,-22,12
2023 Roland Garros SF,L vs Swiatek,0.0%,-,8.4%,58.3%,11.8%,4.9%,5.0%,4.2%,0.0%,0.7%,0.0%,-49,-59
2023 Roland Garros QF,W vs Jabeur,1.1%,0.0%,11.7%,76.0%,19.0%,21.4%,30.8%,10.6%,25.0%,0.3%,100.0%,2,-1
2023 Roland Garros R16,W vs Sorribes Tormo,7.8%,55.6%,16.6%,51.2%,11.9%,20.0%,3.8%,8.4%,22.2%,2.0%,50.0%,-6,-28
2023 Roland Garros R32,W vs Alexandrova,0.9%,0.0%,1.8%,75.0%,7.8%,30.0%,0.0%,5.2%,26.3%,1.5%,66.7%,-40,-32
2023 Roland Garros R64,W vs Shnaider,0.0%,-,9.3%,68.4%,11.1%,14.3%,0.0%,3.7%,40.0%,2.4%,70.0%,-19,-27
2023 Roland Garros R128,W vs Maria,4.2%,100.0%,29.7%,70.4%,20.9%,18.8%,33.3%,21.7%,100.0%,0.8%,0.0%,99,83
2023 Rome QF,L vs Kalinina,0.8%,0.0%,7.3%,50.0%,9.8%,15.4%,7.8%,7.1%,5.6%,0.9%,40.0%,-44,-47
Last 52 Weeks (1 matches),,1.7%,100.0%,1.0%,100.0%,8.5%,18.2%,20.0%,7.9%,0.0%,0.8%,100.0%,-96,-83
Career (45 matches),,1.5%,61.5%,9.2%,64.3%,10.2%,17.2%,6.2%,6.0%,17.1%,0.9%,46.1%,-23,-17
