Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,1-2,33.3%,14-18,43.8%,1-0,100.0%,1,60.0%,25.0%,3.7%,13.9%,58.3%,61.9%,42.2%,53.7%,40.0%,47.1%,0.86,R32 (Austin 125 1)
2022,10,9,1,90.0%,16-7,69.6%,129-97,57.1%,3-1,75.0%,9,81.7%,37.5%,2.9%,3.7%,68.5%,69.7%,49.1%,63.2%,44.2%,53.7%,1.20,W (Saint Malo 125)
2021,71,52,19,73.2%,110-47,70.1%,845-588,59.0%,7-7,50.0%,8,63.2%,37.5%,1.3%,5.4%,67.8%,61.4%,43.2%,55.5%,44.9%,50.3%,1.01,W (5x)
2020,28,26,2,92.9%,53-9,85.5%,363-179,67.0%,5-1,83.3%,0,,,,,,,,,,,,W (4x)
2019,8,4,4,50.0%,10-8,55.6%,94-79,54.3%,0-1,0.0%,1,44.4%,30.0%,0.0%,5.7%,62.3%,54.5%,30.0%,45.3%,44.6%,44.9%,0.81,QF (2x)
2018,12,5,7,41.7%,13-15,46.4%,143-141,50.4%,2-3,40.0%,2,64.5%,27.6%,1.5%,1.5%,67.5%,65.7%,40.9%,57.6%,39.5%,49.2%,0.93,F (Tyler TX $80K)
2017,13,11,2,84.6%,23-5,82.1%,154-90,63.1%,0-1,0.0%,0,,,,,,,,,,,,W (2x)
2016,46,28,18,60.9%,62-42,59.6%,535-438,55.0%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2015,11,3,8,27.3%,9-17,34.6%,106-129,45.1%,1-1,50.0%,0,,,,,,,,,,,,QF (Palm Harbor FL $25K)
2014,54,35,19,64.8%,75-50,60.0%,634-532,54.4%,3-5,37.5%,0,,,,,,,,,,,,F (2x)
2013,36,28,8,77.8%,57-21,73.1%,406-274,59.7%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2012,12,8,4,66.7%,17-6,73.9%,124-69,64.2%,0-0,-,0,,,,,,,,,,,,W (Ribeirao Preto 10K)
2011,20,15,5,75.0%,34-12,73.9%,252-173,59.3%,4-1,80.0%,0,,,,,,,,,,,,W (Goiania 10K)
2010,4,1,3,25.0%,3-6,33.3%,31-45,40.8%,0-0,-,0,,,,,,,,,,,,R16 (Sao Paolo 10K)
Career,326,225,101,69.0%,483-247,66.2%,3830-2852,57.3%,36-28,56.3%,21,70.3%,35.2%,2.1%,4.8%,67.3%,65.3%,44.8%,58.6%,43.7%,51.2%,1.05,
