Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 US Open R16,L vs Anisimova,29% (2/7),50% (1/2),1/5,88% (7/8),14% (1/7),0/1,0/0,0/1,0/0,0/1
2025 Doha R64,L vs Frech,38% (5/13),80% (4/5),2/5,57% (8/14),25% (2/8),3/4,1/1,1/2,0/0,0/1
2024 Ningbo QF,L vs Badosa,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,2/2,0/0,1/1
2024 Seoul F,W vs Kasatkina,42% (5/12),80% (4/5),0/3,42% (5/12),40% (2/5),3/3,1/1,0/0,1/1,0/0
2024 US Open QF,L vs Muchova,22% (2/9),50% (1/2),1/4,63% (5/8),20% (1/5),0/1,0/0,2/2,0/0,1/1
2024 US Open R16,W vs Wozniacki,46% (6/13),83% (5/6),1/3,38% (5/13),40% (2/5),3/5,2/2,1/1,1/1,0/0
2024 US Open R32,W vs Kalinskaya,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),4/4,1/1,0/0,0/0,0/0
2024 US Open R64,W vs Sorribes Tormo,88% (7/8),71% (5/7),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2024 US Open R128,W vs Avanesyan,50% (6/12),100% (6/6),1/2,25% (3/12),33% (1/3),3/4,0/1,1/1,0/1,0/0
2024 Cleveland F,L vs Kessler,31% (4/13),100% (4/4),0/5,38% (5/13),0% (0/5),2/4,1/1,0/0,0/0,0/0
2024 Wimbledon R32,L vs Collins,50% (5/10),60% (3/5),0/3,50% (5/10),0% (0/5),3/3,0/0,0/2,0/0,0/1
2024 Wimbledon R128,W vs Frech,45% (5/11),80% (4/5),1/1,40% (4/10),75% (3/4),3/3,1/2,0/0,0/0,0/0
2024 Madrid QF,L vs Swiatek,42% (5/12),60% (3/5),1/5,83% (10/12),30% (3/10),2/3,1/1,0/2,0/0,0/1
2024 Madrid R32,W vs Navarro,50% (5/10),60% (3/5),0/1,30% (3/10),67% (2/3),2/3,2/2,0/0,1/1,0/0
2024 Abu Dhabi SF,L vs Kasatkina,67% (10/15),60% (6/10),4/6,63% (10/16),30% (3/10),4/6,1/1,2/3,0/0,2/2
2024 Australian Open R32,L vs Timofeeva,18% (2/11),100% (2/2),1/3,50% (5/10),40% (2/5),2/2,0/0,1/1,0/0,1/1
2024 Australian Open R64,W vs Korneeva,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2024 United Cup RR,L vs Swiatek,38% (3/8),33% (1/3),1/5,75% (6/8),17% (1/6),0/1,0/0,1/1,0/0,0/0
2023 Zhuhai F,W vs Zheng,50% (6/12),50% (3/6),1/3,25% (3/12),0% (0/3),3/3,0/1,1/1,0/1,0/0
2023 US Open R64,L vs Townsend,8% (1/12),100% (1/1),0/2,25% (3/12),33% (1/3),1/1,0/0,2/2,0/0,0/0
2025 (2 matches),,35.0%,71.4%,30.0%,68.2%,20.0%,60.0%,100.0%,33.3%,-,0.0%
2024 (16 matches),,44.0%,75.7%,24.4%,44.8%,32.4%,78.0%,86.7%,66.7%,80.0%,71.4%
2023 (18 matches),,50.5%,72.3%,32.2%,41.4%,24.2%,69.7%,58.3%,69.2%,70.0%,62.5%
2022 (9 matches),,43.0%,62.8%,33.3%,44.6%,24.4%,76.9%,100.0%,36.4%,100.0%,40.0%
2021 (1 matches),,90.9%,80.0%,80.0%,60.0%,16.7%,16.7%,0.0%,-,0.0%,-
Career (186 matches),,47.3%,75.8%,31.3%,42.9%,26.0%,69.9%,70.8%,58.4%,72.6%,50.0%
