Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,6,14,30.0%,18-29,38.3%,193-230,45.6%,2-2,50.0%,20,61.0%,30.1%,2.6%,8.3%,62.4%,63.4%,38.8%,54.1%,42.2%,48.3%,0.92
Clay,9,4,5,44.4%,11-13,45.8%,104-119,46.6%,2-2,50.0%,9,64.5%,28.4%,3.4%,5.7%,66.3%,62.2%,44.0%,56.1%,41.0%,48.5%,0.93
Grass,8,4,4,50.0%,10-10,50.0%,104-106,49.5%,3-2,60.0%,8,78.2%,21.2%,4.2%,7.5%,65.1%,69.8%,52.3%,63.7%,38.6%,50.1%,1.06
Grand Slams,8,4,4,50.0%,10-9,52.6%,84-85,49.7%,1-1,50.0%,8,68.2%,30.5%,3.3%,6.0%,63.7%,64.8%,45.2%,57.7%,42.2%,50.0%,1.00
Premiers,12,4,8,33.3%,11-18,37.9%,134-156,46.2%,2-2,50.0%,12,68.8%,24.1%,2.9%,8.2%,64.6%,66.7%,43.7%,58.6%,39.3%,48.7%,0.95
Internationals,8,5,3,62.5%,12-8,60.0%,109-92,54.2%,3-2,60.0%,8,74.5%,33.7%,2.8%,6.5%,66.0%,67.4%,45.2%,59.8%,44.1%,52.1%,1.10
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-14,50.0%,0-1,0.0%,1,78.6%,23.1%,3.7%,6.5%,71.3%,68.8%,38.7%,60.2%,37.4%,49.7%,0.94
Quarter-finals,3,1,2,33.3%,2-5,28.6%,35-41,46.1%,1-1,50.0%,3,66.7%,26.3%,2.8%,8.0%,66.3%,62.4%,46.4%,57.0%,40.8%,49.1%,0.95
vs Righties,35,10,25,28.6%,32-54,37.2%,366-450,44.9%,7-6,53.8%,33,64.4%,25.9%,3.1%,7.3%,64.3%,63.7%,42.5%,56.1%,40.2%,48.1%,0.92
vs Lefties,2,2,0,100.0%,4-2,66.7%,28-24,53.8%,0-0,-,2,84.6%,23.1%,5.4%,10.1%,60.1%,73.0%,59.3%,67.6%,41.1%,52.3%,1.27
vs Top 10,4,1,3,25.0%,3-7,30.0%,44-54,44.9%,1-1,50.0%,4,63.8%,26.5%,3.5%,7.9%,66.4%,64.5%,43.0%,57.2%,40.4%,48.8%,0.95
