Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open QF,L vs Muchova,89.9,94.3,12.2,102.7,89.0,112,70,81.2,6.7,82.0,83.5,93,68
2024 US Open R16,W vs Wozniacki,88.9,95.4,10.3,100.0,86.4,112,69,72.8,6.1,68.0,74.0,84,62
2024 US Open R32,W vs Kalinskaya,93.6,99.3,10.5,101.0,97.8,114,66,80.0,9.0,75.7,86.0,95,65
2024 US Open R64,W vs Sorribes Tormo,96.1,101.3,10.9,106.1,91.0,117,71,78.6,5.2,,81.0,89,72
2024 US Open R128,W vs Avanesyan,92.5,98.9,9.9,102.3,90.7,113,76,80.4,8.0,85.3,81.5,93,62
2024 Wimbledon R32,L vs Collins,91.1,96.2,6.6,99.2,92.4,110,81,78.8,6.3,76.0,80.0,90,69
2023 US Open R64,L vs Townsend,91.2,98.3,10.1,101.3,94.3,116,79,81.1,5.6,79.3,81.6,93,67
2023 US Open R128,W vs Stephens,91.7,95.5,9.9,98.1,88.3,116,68,80.5,5.9,83.0,77.3,93,71
2023 Wimbledon R16,L vs Rybakina,100.2,106.3,9.2,98.5,,116,90,88.0,4.5,90.0,,94,82
2023 Wimbledon R32,W vs Cirstea,99.6,107.1,8.8,110.5,104.5,116,83,83.2,6.6,76.0,81.0,93,70
2023 Wimbledon R128,W vs Putintseva,95.6,99.7,9.4,102.0,87.9,115,77,78.9,4.4,81.0,76.5,85,72
2022 US Open R64,L vs Andreescu,97.9,102.5,8.3,101.0,94.4,115,85,83.1,3.2,84.0,80.0,88,77
2022 US Open R128,W vs Konjuh,94.9,104.5,10.7,103.0,93.8,120,80,80.4,6.2,83.5,80.0,93,69
2022 Wimbledon R128,L vs Juvan,98.1,103.0,10.8,102.3,94.0,118,66,85.2,9.7,84.5,89.0,94,61
2019 Wimbledon R64,L vs Dart,95.3,100.6,5.7,104.4,98.3,114,84,84.6,7.4,88.0,82.3,99,67
2019 Wimbledon R128,W vs Muguruza,98.5,104.3,7.9,105.3,102.0,117,86,84.6,7.6,90.5,82.5,97,72
2017 Wimbledon R64,L vs Halep,96.0,99.9,5.0,101.6,96.9,110,87,89.3,6.2,89.8,88.3,104,73
2017 Wimbledon R128,W vs Robson,101.6,104.1,5.1,106.9,102.2,113,92,91.1,5.2,,86.0,101,85
2017 Roland Garros R128,L vs Vesnina,94.9,98.4,5.6,,,111,89,85.7,5.6,,,93,72
Career (19 matches),,94.6,99.8,8.7,102.6,93.8,120,66,82.2,6.5,82.5,81.2,104,61
