Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 US Open R16,L vs Anisimova,23.3%,31.7%,28.6%,29.3%,41.5%,31.0%,10.0%,52.4%,60.0%,13.3%,13.3%,23.1%,0.0%,12.5%,0.0%,2
2025 Doha R64,L vs Frech,15.3%,21.6%,48.3%,19.7%,29.6%,47.4%,58.6%,38.1%,44.4%,9.1%,9.1%,50.0%,10.5%,21.4%,0.0%,-32
2024 Ningbo QF,L vs Badosa,27.5%,39.2%,41.2%,33.3%,48.5%,40.9%,57.1%,41.7%,0.0%,20.0%,26.7%,41.7%,25.0%,63.6%,0.0%,73
2024 Seoul F,W vs Kasatkina,19.7%,39.4%,55.6%,19.6%,47.8%,64.9%,22.7%,45.8%,66.7%,22.7%,27.3%,35.3%,0.0%,75.0%,50.0%,41
2024 US Open QF,L vs Muchova,17.0%,20.8%,44.2%,11.8%,17.6%,46.7%,37.5%,50.0%,50.0%,27.8%,27.8%,38.5%,18.2%,85.7%,100.0%,-40
2024 Cleveland F,L vs Kessler,27.8%,37.5%,45.8%,28.8%,38.5%,40.5%,28.6%,48.4%,42.9%,31.3%,43.8%,63.6%,20.0%,66.7%,-,137
2024 Madrid QF,L vs Swiatek,14.6%,18.8%,39.5%,14.3%,19.0%,35.2%,31.0%,52.9%,50.0%,18.5%,22.2%,50.0%,11.1%,55.6%,66.7%,56
2024 Madrid R32,W vs Navarro,17.3%,25.3%,56.7%,21.4%,32.1%,65.9%,41.7%,43.8%,50.0%,5.9%,5.9%,31.3%,25.0%,55.6%,100.0%,-58
2024 Abu Dhabi SF,L vs Kasatkina,15.7%,28.7%,41.1%,17.6%,34.1%,48.6%,26.8%,50.0%,71.4%,9.1%,9.1%,15.0%,11.1%,38.5%,16.7%,-51
2024 Australian Open R32,L vs Timofeeva,17.1%,25.0%,51.7%,23.1%,32.7%,55.0%,38.5%,73.1%,75.0%,4.8%,9.5%,45.0%,0.0%,80.0%,100.0%,-71
2024 Australian Open R64,W vs Korneeva,23.4%,34.0%,66.7%,21.9%,34.4%,72.0%,43.8%,62.5%,100.0%,26.7%,33.3%,54.5%,50.0%,66.7%,100.0%,-104
2023 United Cup RR,L vs Swiatek,15.2%,17.4%,31.6%,21.2%,24.2%,26.9%,23.5%,50.0%,100.0%,0.0%,0.0%,41.7%,20.0%,42.9%,33.3%,-119
2023 Zhuhai F,W vs Zheng,36.5%,41.2%,44.2%,42.6%,49.2%,45.7%,38.1%,60.0%,75.0%,22.7%,22.7%,41.2%,0.0%,72.7%,-,-3
2023 Roland Garros SF,L vs Swiatek,13.4%,17.9%,47.4%,12.0%,16.0%,47.7%,26.1%,59.3%,100.0%,18.8%,25.0%,46.2%,0.0%,81.8%,-,-33
2023 Roland Garros QF,W vs Jabeur,24.2%,33.7%,44.9%,26.2%,36.9%,45.8%,42.3%,71.8%,75.0%,22.2%,29.6%,42.9%,22.2%,66.7%,100.0%,17
2023 Roland Garros R16,W vs Sorribes Tormo,4.3%,15.5%,49.5%,6.2%,21.0%,52.6%,45.7%,76.1%,85.7%,0.0%,3.4%,41.4%,55.6%,63.6%,50.0%,-119
2023 Roland Garros R32,W vs Alexandrova,17.8%,21.5%,47.0%,20.3%,26.1%,52.7%,30.6%,72.7%,75.0%,15.2%,15.2%,35.7%,21.4%,68.4%,100.0%,33
2023 Roland Garros R64,W vs Shnaider,17.2%,27.6%,52.9%,20.0%,35.0%,58.3%,65.5%,54.8%,60.0%,12.0%,12.0%,40.9%,50.0%,46.2%,-,-14
2023 Roland Garros R128,W vs Maria,22.9%,35.4%,51.4%,30.3%,42.4%,39.1%,23.1%,65.0%,100.0%,7.7%,23.1%,75.0%,37.5%,80.0%,66.7%,-42
2023 Rome QF,L vs Kalinina,14.3%,19.0%,44.8%,16.0%,22.2%,47.1%,28.6%,69.6%,55.6%,11.9%,14.3%,40.5%,4.8%,52.4%,50.0%,-23
Last 52 Weeks (1 matches),,23.3%,31.7%,28.6%,29.3%,41.5%,31.0%,10.0%,52.4%,60.0%,13.3%,13.3%,23.1%,0.0%,12.5%,0.0%,2
Career (45 matches),,20.3%,28.9%,47.4%,23.1%,33.9%,49.4%,32.8%,54.6%,62.9%,17.0%,21.6%,43.1%,22.1%,59.5%,62.7%,50
