Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 US Open R16,L vs Anisimova,6,15,0.4,5.8%,14.6%,5,11,0.5,5.4%,12.0%,2.2%,2.2%,1.1,26.2%,23.3%
2025 Doha R64,L vs Frech,39,57,0.7,20.1%,29.4%,37,50,0.7,20.7%,27.9%,12.8%,7.8%,0.7,9.8%,13.4%
2024 Ningbo QF,L vs Badosa,11,17,0.6,11.0%,17.0%,10,14,0.7,11.2%,15.7%,11.2%,0.0%,1.6,18.0%,11.0%
2024 Seoul F,W vs Kasatkina,18,29,0.6,13.1%,21.2%,16,26,0.6,12.5%,20.3%,7.8%,4.7%,0.5,8.0%,16.1%
2024 US Open QF,L vs Muchova,12,12,1.0,11.8%,11.8%,12,11,1.1,12.4%,11.3%,10.3%,2.1%,1.3,18.6%,14.7%
2024 US Open R16,W vs Wozniacki,40,39,1.0,21.2%,20.6%,35,35,1.0,20.3%,20.3%,15.7%,4.1%,0.7,12.2%,16.9%
2024 US Open R32,W vs Kalinskaya,12,16,0.8,11.9%,15.8%,9,11,0.8,10.2%,12.5%,9.1%,1.1%,0.6,13.9%,24.8%
2024 US Open R64,W vs Sorribes Tormo,25,21,1.2,30.1%,25.3%,23,20,1.2,29.9%,26.0%,16.9%,11.7%,0.2,3.6%,16.9%
2024 US Open R128,W vs Avanesyan,22,27,0.8,16.4%,20.1%,20,21,1.0,16.1%,16.9%,9.7%,4.0%,0.5,13.4%,26.9%
2024 Cleveland F,L vs Kessler,14,27,0.5,9.2%,17.6%,11,23,0.5,7.9%,16.5%,5.0%,2.2%,0.6,12.4%,20.9%
2024 Wimbledon R32,L vs Collins,17,20,0.9,13.2%,15.5%,12,15,0.8,11.1%,13.9%,9.3%,0.9%,1.0,17.1%,17.8%
2024 Wimbledon R64,W vs Osorio,3,2,1.5,15.8%,10.5%,3,2,1.5,18.8%,12.5%,0.0%,18.8%,0.2,5.3%,31.6%
2024 Wimbledon R128,W vs Frech,26,19,1.4,18.7%,13.7%,25,17,1.5,19.4%,13.2%,15.5%,3.9%,1.1,15.1%,13.7%
2024 Madrid QF,L vs Swiatek,13,42,0.3,7.8%,25.3%,12,36,0.3,7.7%,23.1%,5.8%,1.9%,0.6,12.7%,22.9%
2024 Madrid R32,W vs Navarro,19,13,1.5,13.2%,9.0%,17,11,1.5,12.9%,8.3%,5.3%,7.6%,0.9,17.4%,18.8%
2024 Abu Dhabi SF,L vs Kasatkina,30,49,0.6,13.8%,22.6%,27,48,0.6,13.0%,23.1%,9.1%,3.8%,0.9,20.3%,23.5%
2024 Australian Open R32,L vs Timofeeva,16,35,0.5,11.0%,24.1%,16,32,0.5,11.4%,22.9%,6.4%,2.9%,0.6,11.7%,20.0%
2024 Australian Open R64,W vs Korneeva,10,6,1.7,10.3%,6.2%,9,6,1.5,9.9%,6.6%,6.6%,3.3%,0.4,11.3%,30.9%
2024 United Cup RR,L vs Swiatek,7,21,0.3,7.4%,22.1%,5,20,0.3,5.4%,21.7%,3.3%,2.2%,1.4,20.0%,14.7%
2023 Zhuhai F,W vs Zheng,22,22,1.0,12.1%,12.1%,21,20,1.1,12.8%,12.2%,7.9%,4.3%,1.0,18.7%,18.1%
Career (63 matches),,1264,1799,0.7,13.5%,19.3%,1127,1582,0.7,13.2%,18.5%,8.8%,3.9%,0.7,14.3%,20.1%
