Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R16,L vs Anisimova,58.1%,48.0%,20.9%,3/6,2.52,2.4%,54.5%,50.0%,12.1%,2.72,3.4%,77.8%,42.9%,55.6%,2.08,0.0%
2025 Doha R64,L vs Frech,74.7%,50.0%,7.2%,4/2,2.46,17.2%,75.0%,42.9%,3.6%,2.52,26.3%,83.3%,65.0%,16.7%,2.36,0.0%
2024 Ningbo QF,L vs Badosa,52.8%,32.1%,5.7%,2/1,2.11,5.9%,51.9%,28.6%,0.0%,2.36,9.1%,70.0%,35.7%,15.0%,1.64,0.0%
2024 Seoul F,W vs Kasatkina,68.2%,51.1%,1.5%,0/1,2.48,20.4%,73.6%,48.7%,0.0%,2.53,29.7%,60.0%,66.7%,10.0%,2.36,0.0%
2024 US Open QF,L vs Muchova,59.2%,44.8%,6.1%,2/1,2.58,14.3%,56.8%,38.1%,0.0%,2.50,20.7%,80.0%,62.5%,30.0%,2.76,0.0%
2024 Cleveland F,L vs Kessler,63.0%,54.9%,6.2%,3/2,2.56,27.1%,61.7%,51.7%,10.6%,2.56,35.1%,73.3%,59.1%,0.0%,2.53,0.0%
2024 Madrid QF,L vs Swiatek,67.1%,48.9%,2.9%,2/0,2.51,0.0%,67.3%,54.5%,4.1%,2.61,0.0%,77.8%,35.7%,0.0%,2.28,0.0%
2024 Madrid R32,W vs Navarro,68.1%,46.8%,4.3%,1/2,2.74,5.0%,73.3%,42.4%,2.2%,2.68,6.8%,77.8%,57.1%,11.1%,2.94,0.0%
2024 Abu Dhabi SF,L vs Kasatkina,78.0%,52.9%,4.6%,1/4,2.25,15.7%,80.7%,52.2%,1.2%,2.16,20.3%,81.8%,55.6%,18.2%,2.58,0.0%
2024 Australian Open R32,L vs Timofeeva,78.3%,38.9%,1.4%,0/1,2.51,15.0%,76.1%,25.7%,2.2%,2.39,22.5%,86.4%,63.2%,0.0%,2.75,0.0%
2024 Australian Open R64,W vs Korneeva,72.0%,66.7%,0.0%,0/0,2.04,2.8%,73.3%,68.2%,0.0%,2.09,4.0%,82.4%,64.3%,0.0%,1.95,0.0%
2023 United Cup RR,L vs Swiatek,79.6%,41.0%,6.1%,1/2,2.48,0.0%,78.4%,41.4%,2.7%,2.45,0.0%,83.3%,40.0%,16.7%,2.54,0.0%
2023 Zhuhai F,W vs Zheng,64.9%,58.7%,6.2%,4/2,2.33,1.9%,59.1%,50.0%,6.8%,2.46,2.9%,78.7%,64.9%,6.4%,2.06,0.0%
2023 Roland Garros SF,L vs Swiatek,75.0%,45.6%,9.2%,4/3,2.52,0.0%,73.9%,38.2%,10.9%,2.44,0.0%,88.5%,56.5%,7.7%,2.78,0.0%
2023 Roland Garros QF,W vs Jabeur,68.9%,59.8%,6.7%,4/4,2.39,8.7%,66.1%,56.1%,12.9%,2.49,8.3%,77.4%,63.4%,0.0%,2.15,9.5%
2023 Roland Garros R16,W vs Sorribes Tormo,84.0%,59.1%,1.5%,2/0,2.28,1.0%,85.7%,53.8%,2.2%,2.26,1.3%,91.4%,71.9%,0.0%,2.34,0.0%
2023 Roland Garros R32,W vs Alexandrova,74.5%,52.4%,3.6%,0/4,2.46,0.0%,80.3%,52.6%,4.2%,2.48,0.0%,92.6%,52.0%,3.7%,2.43,0.0%
2023 Roland Garros R64,W vs Shnaider,78.6%,51.1%,6.0%,6/1,2.44,10.0%,80.6%,46.6%,2.8%,2.49,14.6%,94.4%,58.8%,13.9%,2.33,0.0%
2023 Roland Garros R128,W vs Maria,69.8%,76.7%,0.0%,0/0,2.10,45.7%,85.0%,76.5%,0.0%,2.21,56.5%,81.3%,76.9%,0.0%,1.89,25.0%
2023 Rome QF,L vs Kalinina,76.9%,53.8%,9.9%,4/8,2.46,1.9%,78.2%,54.1%,5.1%,2.38,3.0%,86.5%,53.1%,21.6%,2.59,0.0%
Last 52 Weeks (1 matches),,58.1%,48.0%,20.9%,33.3%,2.52,2.4%,54.5%,50.0%,12.1%,2.72,3.4%,77.8%,42.9%,55.6%,2.08,0.0%
Career (45 matches),,71.7%,51.8%,4.1%,49.0%,2.37,8.9%,72.0%,49.0%,3.3%,2.36,12.0%,82.9%,56.9%,6.5%,2.39,2.1%
