Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,187,95,92,50.8%,224-213,51.3%,2072-2013,50.7%,31-24,56.4%,183,69.3%,32.5%,3.0%,5.3%,66.4%,64.7%,45.2%,58.2%,42.7%,50.4%,1.02
Clay,80,44,36,55.0%,105-85,55.3%,934-872,51.7%,14-15,48.3%,73,66.2%,36.3%,2.6%,4.7%,67.0%,61.6%,46.1%,56.5%,44.2%,50.3%,1.02
Grass,40,25,15,62.5%,49-38,56.3%,449-409,52.3%,8-5,61.5%,40,78.9%,26.5%,4.4%,6.1%,65.9%,69.3%,50.1%,62.8%,40.4%,51.2%,1.09
Grand Slams,53,30,23,56.6%,64-59,52.0%,581-543,51.7%,3-7,30.0%,53,70.5%,34.9%,3.3%,5.1%,66.2%,64.6%,46.5%,58.5%,43.6%,51.0%,1.05
Premiers,87,41,46,47.1%,94-103,47.7%,936-971,49.1%,16-13,55.2%,87,69.8%,28.2%,3.0%,5.2%,66.3%,65.1%,45.4%,58.5%,40.7%,49.5%,0.98
Internationals,92,54,38,58.7%,127-94,57.5%,1102-986,52.8%,19-12,61.3%,89,70.8%,35.2%,3.0%,5.3%,67.1%,65.0%,46.1%,58.8%,43.6%,51.2%,1.06
Finals,7,4,3,57.1%,9-8,52.9%,76-82,48.1%,3-0,100.0%,7,66.7%,28.9%,2.8%,4.5%,65.0%,64.4%,49.7%,59.3%,41.0%,49.7%,1.01
Semi-finals,15,7,8,46.7%,17-18,48.6%,163-168,49.2%,2-5,28.6%,15,72.6%,26.7%,3.0%,4.5%,67.5%,64.8%,45.5%,58.6%,39.8%,49.5%,0.96
Quarter-finals,30,13,17,43.3%,32-40,44.4%,331-356,48.2%,6-6,50.0%,29,65.5%,30.6%,2.7%,4.8%,66.8%,61.7%,46.4%,56.7%,41.4%,49.2%,0.96
vs Righties,276,139,137,50.4%,327-319,50.6%,3077-3052,50.2%,48-40,54.5%,261,68.6%,32.0%,3.0%,5.3%,66.5%,63.9%,45.4%,57.7%,42.5%,50.1%,1.01
vs Lefties,23,15,8,65.2%,32-23,58.2%,281-243,53.6%,5-3,62.5%,23,75.4%,29.0%,3.4%,4.5%,65.4%,68.8%,50.5%,62.5%,41.2%,51.4%,1.10
vs Top 10,28,12,16,42.9%,26-36,41.9%,261-311,45.6%,4-3,57.1%,28,64.8%,27.4%,2.6%,5.2%,68.5%,60.9%,45.5%,56.1%,40.0%,48.0%,0.91
