Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 US Open R64,L vs Kostyuk,50% (8/16),50% (4/8),0/5,53% (9/17),22% (2/9),3/4,0/0,3/5,0/0,2/3
2025 Wimbledon R64,W vs Wang,50% (6/12),83% (5/6),0/3,42% (5/12),40% (2/5),3/5,2/2,2/2,1/1,0/0
2025 Merida QF,L vs Navarro,44% (4/9),100% (4/4),3/5,78% (7/9),0% (0/7),1/4,0/0,0/2,0/0,0/1
2025 Doha R64,L vs Kostyuk,56% (5/9),40% (2/5),1/4,78% (7/9),29% (2/7),0/2,0/0,1/2,0/0,0/1
2024 Merida F,W vs Li,75% (6/8),100% (6/6),0/1,29% (2/7),50% (1/2),4/5,1/1,0/0,0/0,0/0
2024 Merida SF,W vs Korneeva,60% (6/10),67% (4/6),0/2,20% (2/10),0% (0/2),2/3,0/1,1/1,0/0,0/0
2024 Berlin R16,L vs Azarenka,33% (3/9),67% (2/3),2/4,67% (6/9),17% (1/6),1/2,0/0,0/1,0/0,0/1
2023 s Hertogenbosch R32,L vs Andreescu,50% (5/10),40% (2/5),1/4,40% (4/10),0% (0/4),2/2,0/0,1/1,0/0,0/0
2019 W15 Antalya R16,W vs Anil,100% (8/8),100% (8/8),4/4,50% (4/8),0% (0/4),3/6,0/1,0/0,0/0,0/0
2019 W60 Istanbul R32,L vs Cengiz,45% (5/11),80% (4/5),3/5,50% (5/10),0% (0/5),1/4,0/0,0/0,0/0,0/0
2019 W15 Antalya R16,L vs Mendez,40% (4/10),100% (4/4),1/5,80% (8/10),13% (1/8),2/4,0/1,0/2,0/0,0/1
2019 W15 Antalya R32,W vs Arcidiacono,78% (7/9),71% (5/7),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2019 W15 Antalya R32,L vs Roemer,17% (2/12),100% (2/2),0/2,42% (5/12),20% (1/5),1/2,0/0,2/4,0/0,1/2
2017 Istanbul $25K R32,L vs Diatchenko,46% (6/13),50% (3/6),2/6,58% (7/12),14% (1/7),3/3,1/1,0/0,0/0,0/0
2017 Istanbul $15K R32,L vs Oz,29% (2/7),50% (1/2),1/6,100% (6/6),0% (0/6),0/1,0/0,0/0,0/0,0/0
2017 Istanbul $15K R16,L vs Kolar,25% (2/8),0% (0/2),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,1/1
2025 (4 matches),,50.0%,65.2%,23.5%,59.6%,21.4%,46.7%,100.0%,54.5%,100.0%,40.0%
2024 (3 matches),,55.6%,80.0%,28.6%,38.5%,20.0%,70.0%,50.0%,50.0%,-,0.0%
2023 (1 matches),,50.0%,40.0%,25.0%,40.0%,0.0%,100.0%,-,100.0%,-,-
2019 (5 matches),,52.0%,88.5%,52.9%,47.9%,8.7%,50.0%,33.3%,33.3%,-,33.3%
2017 (3 matches),,35.7%,40.0%,18.8%,72.0%,11.1%,75.0%,100.0%,100.0%,-,100.0%
Career (16 matches),,49.1%,70.9%,31.1%,53.2%,14.5%,56.9%,62.5%,52.4%,100.0%,40.0%
