Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Angers R16,W vs Monnot,13.6%,25.8%,54.5%,13.7%,27.5%,56.8%,73.1%,56.0%,66.7%,15.4%,23.1%,45.5%,100.0%,37.5%,-,-104
2025 US Open R64,L vs Kostyuk,20.4%,25.2%,48.7%,23.1%,28.8%,47.5%,36.4%,33.3%,0.0%,20.0%,24.4%,50.0%,13.0%,40.9%,40.0%,38
2025 Wimbledon R64,W vs Wang,14.3%,22.1%,53.1%,17.4%,26.1%,63.2%,52.4%,24.0%,25.0%,10.3%,17.2%,38.5%,35.7%,40.0%,33.3%,-26
2025 Merida QF,L vs Navarro,9.3%,9.3%,33.3%,11.1%,11.1%,29.2%,54.5%,43.8%,0.0%,8.7%,8.7%,38.1%,57.1%,44.4%,25.0%,-33
2025 Doha R64,L vs Kostyuk,17.5%,22.5%,40.7%,19.0%,28.6%,55.9%,50.0%,40.9%,66.7%,19.4%,19.4%,20.0%,38.5%,33.3%,33.3%,68
2024 Merida F,W vs Li,20.8%,27.1%,63.6%,26.5%,35.3%,60.0%,68.8%,50.0%,33.3%,11.1%,11.1%,75.0%,0.0%,83.3%,100.0%,-36
2024 Merida SF,W vs Korneeva,22.4%,28.4%,58.3%,22.0%,31.7%,59.4%,57.1%,63.0%,100.0%,27.3%,27.3%,56.3%,36.4%,63.6%,100.0%,82
2024 Berlin R16,L vs Azarenka,21.0%,30.6%,34.0%,16.2%,32.4%,35.5%,55.0%,17.6%,0.0%,30.4%,30.4%,31.3%,40.0%,30.8%,25.0%,-7
2023 s Hertogenbosch R32,L vs Andreescu,32.7%,40.4%,34.4%,34.4%,46.9%,33.3%,42.9%,22.2%,0.0%,35.3%,35.3%,36.4%,0.0%,12.5%,-,77
Last 52 Weeks (3 matches),,16.7%,24.4%,51.8%,18.1%,27.5%,55.7%,55.1%,37.5%,27.3%,16.1%,21.8%,45.2%,31.0%,40.0%,37.5%,-2
Career (9 matches),,18.9%,25.5%,47.1%,20.2%,29.8%,50.5%,54.9%,39.9%,32.1%,19.8%,22.2%,41.2%,33.3%,40.9%,38.1%,54
