Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,21,20,51.2%,47-49,49.0%,450-460,49.5%,7-3,70.0%,41,60.8%,39.1%,1.3%,5.5%,58.0%,61.3%,44.2%,54.1%,44.9%,49.6%,0.98
Clay,9,3,6,33.3%,7-12,36.8%,65-89,42.2%,0-0,-,7,43.3%,26.3%,0.0%,5.8%,62.2%,51.9%,39.2%,47.1%,39.2%,43.2%,0.74
Grass,6,3,3,50.0%,6-7,46.2%,65-65,50.0%,1-1,50.0%,6,65.6%,34.4%,0.2%,4.7%,59.4%,64.2%,45.1%,56.4%,43.2%,49.6%,0.99
Grand Slams,11,5,6,45.5%,13-13,50.0%,122-137,47.1%,3-2,60.0%,11,58.6%,36.5%,1.2%,4.8%,56.9%,60.5%,44.0%,53.4%,43.7%,48.5%,0.94
Premiers,17,7,10,41.2%,15-24,38.5%,168-193,46.5%,1-1,50.0%,17,57.5%,36.3%,1.2%,5.6%,57.3%,60.8%,42.6%,53.0%,43.6%,48.4%,0.93
Internationals,15,9,6,60.0%,20-16,55.6%,176-159,52.5%,3-0,100.0%,15,62.8%,42.0%,0.6%,5.7%,63.1%,60.5%,46.0%,55.2%,45.9%,50.7%,1.02
Finals,1,1,0,100.0%,2-0,100.0%,12-3,80.0%,0-0,-,1,85.7%,75.0%,2.1%,10.4%,70.8%,70.6%,50.0%,64.6%,57.4%,60.6%,1.62
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,1-0,100.0%,1,80.0%,40.0%,1.5%,6.0%,61.2%,68.3%,57.7%,64.2%,45.0%,53.7%,1.26
Quarter-finals,4,1,3,25.0%,2-7,22.2%,36-50,41.9%,0-0,-,4,48.8%,34.9%,1.0%,6.0%,61.0%,54.6%,42.7%,50.0%,42.9%,46.5%,0.86
vs Righties,47,22,25,46.8%,48-59,44.9%,481-523,47.9%,7-4,63.6%,46,59.2%,36.3%,1.0%,5.6%,57.8%,60.4%,43.9%,53.4%,43.7%,48.6%,0.94
vs Lefties,5,2,3,40.0%,5-7,41.7%,50-51,49.5%,0-0,-,5,62.5%,40.8%,1.0%,4.2%,65.4%,62.0%,42.5%,55.2%,45.9%,50.5%,1.03
vs Top 10,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,22.2%,44.4%,0.0%,7.4%,50.0%,37.0%,37.0%,37.0%,49.0%,42.7%,0.78
